FID,the_geom,CWP_CODE,GRIDTYPE,QUADRANT,X_COORD,Y_COORD,CWP_A,CWP_B,CWP_C,CWP_D,CWP_E,SURFACE,ON_SEA,ON_LAND,ON_LAND_P,ON_SEA_P
cwp-grid-map-5deg_x_5deg.2331,"MULTIPOLYGON (((55 -135, 55 -130, 50 -130, 50 -135, 55 -135)))",6450130,5deg_x_5deg,NW,-132.5,52.5,6,4,50,130,,188430889539.395,168895500122.8539,17542361801.1713,9.31,89.63
cwp-grid-map-5deg_x_5deg.2332,"MULTIPOLYGON (((55 -140, 55 -135, 50 -135, 50 -140, 55 -140)))",6450135,5deg_x_5deg,NW,-137.5,52.5,6,4,50,135,,188430889539.3945,188430889539.3945,0,0,100
cwp-grid-map-5deg_x_5deg.2333,"MULTIPOLYGON (((55 -145, 55 -140, 50 -140, 50 -145, 55 -145)))",6450140,5deg_x_5deg,NW,-142.5,52.5,6,4,50,140,,188430889539.3965,188430889539.3965,0,0,100
cwp-grid-map-5deg_x_5deg.2334,"MULTIPOLYGON (((55 -150, 55 -145, 50 -145, 50 -150, 55 -150)))",6450145,5deg_x_5deg,NW,-147.5,52.5,6,4,50,145,,188430889539.3965,188430889539.3965,0,0,100
cwp-grid-map-5deg_x_5deg.2335,"MULTIPOLYGON (((55 -155, 55 -150, 50 -150, 50 -155, 55 -155)))",6450150,5deg_x_5deg,NW,-152.5,52.5,6,4,50,150,,188430889539.3955,188430889539.395,0,0,100
cwp-grid-map-5deg_x_5deg.2336,"MULTIPOLYGON (((55 -160, 55 -155, 50 -155, 50 -160, 55 -160)))",6450155,5deg_x_5deg,NW,-157.5,52.5,6,4,50,155,,188430889539.395,188300807239.3988,130082299.9957,0.07,99.93
cwp-grid-map-5deg_x_5deg.2337,"MULTIPOLYGON (((55 -165, 55 -160, 50 -160, 50 -165, 55 -165)))",6450160,5deg_x_5deg,NW,-162.5,52.5,6,4,50,160,,188430889539.3945,185278941856.2509,4717313832.4453,2.5,98.33
cwp-grid-map-5deg_x_5deg.2338,"MULTIPOLYGON (((55 -170, 55 -165, 50 -165, 50 -170, 55 -170)))",6450165,5deg_x_5deg,NW,-167.5,52.5,6,4,50,165,,188430889539.396,183968701479.2159,5548420877.3103,2.94,97.63
cwp-grid-map-5deg_x_5deg.2339,"MULTIPOLYGON (((55 -175, 55 -170, 50 -170, 50 -175, 55 -175)))",6450170,5deg_x_5deg,NW,-172.5,52.5,6,4,50,170,,188430889539.397,186429222772.825,2018337197.2657,1.07,98.94
cwp-grid-map-5deg_x_5deg.2340,"MULTIPOLYGON (((55 -180, 55 -175, 50 -175, 50 -180, 55 -180)))",6450175,5deg_x_5deg,NW,-177.5,52.5,6,4,50,175,,188430889539.395,183308386516.6936,2454233625.5757,1.3,97.28
cwp-grid-map-5deg_x_5deg.2341,"MULTIPOLYGON (((60 -5, 60 0, 55 0, 55 -5, 60 -5)))",6455000,5deg_x_5deg,NW,-2.5,57.5,6,4,55,000,,166291739883.13,105845721159.2667,60551255881.7226,36.41,63.65
cwp-grid-map-5deg_x_5deg.2342,"MULTIPOLYGON (((60 -10, 60 -5, 55 -5, 55 -10, 60 -10)))",6455005,5deg_x_5deg,NW,-7.5,57.5,6,4,55,005,,166291739883.13,143444085804.4014,22742416920.8689,13.68,86.26
cwp-grid-map-5deg_x_5deg.2343,"MULTIPOLYGON (((60 -15, 60 -10, 55 -10, 55 -15, 60 -15)))",6455010,5deg_x_5deg,NW,-12.5,57.5,6,4,55,010,,166291739883.13,166291739883.13,0,0,100
cwp-grid-map-5deg_x_5deg.2344,"MULTIPOLYGON (((60 -20, 60 -15, 55 -15, 55 -20, 60 -20)))",6455015,5deg_x_5deg,NW,-17.5,57.5,6,4,55,015,,166291739883.13,166291739883.13,0,0,100
cwp-grid-map-5deg_x_5deg.2345,"MULTIPOLYGON (((60 -25, 60 -20, 55 -20, 55 -25, 60 -25)))",6455020,5deg_x_5deg,NW,-22.5,57.5,6,4,55,020,,166291739883.1301,166291739883.1301,0,0,100
cwp-grid-map-5deg_x_5deg.2346,"MULTIPOLYGON (((60 -30, 60 -25, 55 -25, 55 -30, 60 -30)))",6455025,5deg_x_5deg,NW,-27.5,57.5,6,4,55,025,,166291739883.1299,166291739883.1299,0,0,100
cwp-grid-map-5deg_x_5deg.2347,"MULTIPOLYGON (((60 -35, 60 -30, 55 -30, 55 -35, 60 -35)))",6455030,5deg_x_5deg,NW,-32.5,57.5,6,4,55,030,,166291739883.1299,166291739883.1299,0,0,100
cwp-grid-map-5deg_x_5deg.2348,"MULTIPOLYGON (((60 -40, 60 -35, 55 -35, 55 -40, 60 -40)))",6455035,5deg_x_5deg,NW,-37.5,57.5,6,4,55,035,,166291739883.1301,166291739883.1301,0,0,100
cwp-grid-map-5deg_x_5deg.2349,"MULTIPOLYGON (((60 -45, 60 -40, 55 -40, 55 -45, 60 -45)))",6455040,5deg_x_5deg,NW,-42.5,57.5,6,4,55,040,,166291739883.1304,165473931537.6288,817808345.5016,0.49,99.51
cwp-grid-map-5deg_x_5deg.2350,"MULTIPOLYGON (((60 -50, 60 -45, 55 -45, 55 -50, 60 -50)))",6455045,5deg_x_5deg,NW,-47.5,57.5,6,4,55,045,,166291739883.1299,166281683856.8148,10056026.3149,0.01,99.99
cwp-grid-map-5deg_x_5deg.2351,"MULTIPOLYGON (((60 -55, 60 -50, 55 -50, 55 -55, 60 -55)))",6455050,5deg_x_5deg,NW,-52.5,57.5,6,4,55,050,,166291739883.1302,166291739883.1301,0,0,100
cwp-grid-map-5deg_x_5deg.2352,"MULTIPOLYGON (((60 -60, 60 -55, 55 -55, 55 -60, 60 -60)))",6455055,5deg_x_5deg,NW,-57.5,57.5,6,4,55,055,,166291739883.1296,165315281145.6636,1271472225.4857,0.76,99.41
cwp-grid-map-5deg_x_5deg.2353,"MULTIPOLYGON (((60 -65, 60 -60, 55 -60, 55 -65, 60 -65)))",6455060,5deg_x_5deg,NW,-62.5,57.5,6,4,55,060,,166291739883.1304,68376090676.7757,98099524154.1361,58.99,41.12
cwp-grid-map-5deg_x_5deg.2354,"MULTIPOLYGON (((60 -70, 60 -65, 55 -65, 55 -70, 60 -70)))",6455065,5deg_x_5deg,NW,-67.5,57.5,6,4,55,065,,166291739883.1293,34483229043.7454,132219487035.8987,79.51,20.74
cwp-grid-map-5deg_x_5deg.2355,"MULTIPOLYGON (((60 -75, 60 -70, 55 -70, 55 -75, 60 -75)))",6455070,5deg_x_5deg,NW,-72.5,57.5,6,4,55,070,,166291739883.1309,67641612.5175,165334233638.3022,99.42,0.04
cwp-grid-map-5deg_x_5deg.2356,"MULTIPOLYGON (((60 -80, 60 -75, 55 -75, 55 -80, 60 -80)))",6455075,5deg_x_5deg,NW,-77.5,57.5,6,4,55,075,,166291739883.1294,84245011933.6692,83211750740.153,50.04,50.66
cwp-grid-map-5deg_x_5deg.2357,"MULTIPOLYGON (((60 -85, 60 -80, 55 -80, 55 -85, 60 -85)))",6455080,5deg_x_5deg,NW,-82.5,57.5,6,4,55,080,,166291739883.1309,160951164506.8701,4467096266.8066,2.69,96.79
cwp-grid-map-5deg_x_5deg.2358,"MULTIPOLYGON (((60 -90, 60 -85, 55 -85, 55 -90, 60 -90)))",6455085,5deg_x_5deg,NW,-87.5,57.5,6,4,55,085,,166291739883.1301,126234688833.0418,41208215308.5772,24.78,75.91
cwp-grid-map-5deg_x_5deg.2359,"MULTIPOLYGON (((60 -95, 60 -90, 55 -90, 55 -95, 60 -95)))",6455090,5deg_x_5deg,NW,-92.5,57.5,6,4,55,090,,166291739883.1299,67284996463.7643,98556386772.102,59.27,40.46
cwp-grid-map-5deg_x_5deg.2360,"MULTIPOLYGON (((60 -100, 60 -95, 55 -95, 55 -100, 60 -100)))",6455095,5deg_x_5deg,NW,-97.5,57.5,6,4,55,095,,166291739883.1296,2962254.5616,165296426336.1052,99.4,0
cwp-grid-map-5deg_x_5deg.2361,"MULTIPOLYGON (((60 -105, 60 -100, 55 -100, 55 -105, 60 -105)))",6455100,5deg_x_5deg,NW,-102.5,57.5,6,4,55,100,,166291739883.1311,0,166291739883.1306,100,0
cwp-grid-map-5deg_x_5deg.2362,"MULTIPOLYGON (((60 -110, 60 -105, 55 -105, 55 -110, 60 -110)))",6455105,5deg_x_5deg,NW,-107.5,57.5,6,4,55,105,,166291739883.1296,0,166291739883.1294,100,0
cwp-grid-map-5deg_x_5deg.2363,"MULTIPOLYGON (((60 -115, 60 -110, 55 -110, 55 -115, 60 -115)))",6455110,5deg_x_5deg,NW,-112.5,57.5,6,4,55,110,,166291739883.1299,0,166291739883.1299,100,0
cwp-grid-map-5deg_x_5deg.2364,"MULTIPOLYGON (((60 -120, 60 -115, 55 -115, 55 -120, 60 -120)))",6455115,5deg_x_5deg,NW,-117.5,57.5,6,4,55,115,,166291739883.1294,0,166291739883.1294,100,0
cwp-grid-map-5deg_x_5deg.2365,"MULTIPOLYGON (((60 -125, 60 -120, 55 -120, 55 -125, 60 -125)))",6455120,5deg_x_5deg,NW,-122.5,57.5,6,4,55,120,,166291739883.1309,0,166291739883.1306,100,0
cwp-grid-map-5deg_x_5deg.2366,"MULTIPOLYGON (((60 -130, 60 -125, 55 -125, 55 -130, 60 -130)))",6455125,5deg_x_5deg,NW,-127.5,57.5,6,4,55,125,,166291739883.1304,262204088.8581,167344772152.7779,100.63,0.16
cwp-grid-map-5deg_x_5deg.2367,"MULTIPOLYGON (((60 -135, 60 -130, 55 -130, 55 -135, 60 -135)))",6455130,5deg_x_5deg,NW,-132.5,57.5,6,4,55,130,,166291739883.1296,29309327454.037,138544371417.9839,83.31,17.63
cwp-grid-map-5deg_x_5deg.2368,"MULTIPOLYGON (((60 -140, 60 -135, 55 -135, 55 -140, 60 -140)))",6455135,5deg_x_5deg,NW,-137.5,57.5,6,4,55,135,,166291739883.1287,117944670979.7065,45873822107.8636,27.59,70.93
cwp-grid-map-5deg_x_5deg.2369,"MULTIPOLYGON (((60 -145, 60 -140, 55 -140, 55 -145, 60 -145)))",6455140,5deg_x_5deg,NW,-142.5,57.5,6,4,55,140,,166291739883.1318,163615649908.0759,2272141423.218,1.37,98.39
cwp-grid-map-5deg_x_5deg.2370,"MULTIPOLYGON (((60 -150, 60 -145, 55 -145, 55 -150, 60 -150)))",6455145,5deg_x_5deg,NW,-147.5,57.5,6,4,55,145,,166291739883.1304,165486138525.3162,1456346539.4081,0.88,99.52
cwp-grid-map-5deg_x_5deg.2371,"MULTIPOLYGON (((60 -155, 60 -150, 55 -150, 55 -155, 60 -155)))",6455150,5deg_x_5deg,NW,-152.5,57.5,6,4,55,150,,166291739883.1299,131836789812.5769,36294384792.6563,21.83,79.28
cwp-grid-map-5deg_x_5deg.2372,"MULTIPOLYGON (((60 -160, 60 -155, 55 -155, 55 -160, 60 -160)))",6455155,5deg_x_5deg,NW,-157.5,57.5,6,4,55,155,,166291739883.1284,87927502457.655,78968597156.2805,47.49,52.88
cwp-grid-map-5deg_x_5deg.2373,"MULTIPOLYGON (((60 -165, 60 -160, 55 -160, 55 -165, 60 -165)))",6455160,5deg_x_5deg,NW,-162.5,57.5,6,4,55,160,,166291739883.1309,135986425842.7745,27210774405.85,16.36,81.78
cwp-grid-map-5deg_x_5deg.2374,"MULTIPOLYGON (((60 -170, 60 -165, 55 -165, 55 -170, 60 -170)))",6455165,5deg_x_5deg,NW,-167.5,57.5,6,4,55,165,,166291739883.1313,165056912867.3369,1234827015.7934,0.74,99.26
cwp-grid-map-5deg_x_5deg.2375,"MULTIPOLYGON (((60 -175, 60 -170, 55 -170, 55 -175, 60 -175)))",6455170,5deg_x_5deg,NW,-172.5,57.5,6,4,55,170,,166291739883.1304,166179162762.3441,112577120.7858,0.07,99.93
cwp-grid-map-5deg_x_5deg.2376,"MULTIPOLYGON (((60 -180, 60 -175, 55 -175, 55 -180, 60 -180)))",6455175,5deg_x_5deg,NW,-177.5,57.5,6,4,55,175,,166291739883.1299,166291739883.1299,0,0,100
cwp-grid-map-5deg_x_5deg.2377,"MULTIPOLYGON (((65 -5, 65 0, 60 0, 60 -5, 65 -5)))",6460000,5deg_x_5deg,NW,-2.5,62.5,6,4,60,000,,142884304599.4986,141475385778.4723,1408918821.0264,0.99,99.01
cwp-grid-map-5deg_x_5deg.2378,"MULTIPOLYGON (((65 -10, 65 -5, 60 -5, 60 -10, 65 -10)))",6460005,5deg_x_5deg,NW,-7.5,62.5,6,4,60,005,,142884304599.4986,141451117447.5132,1433187151.9854,1,99
cwp-grid-map-5deg_x_5deg.2379,"MULTIPOLYGON (((65 -15, 65 -10, 60 -10, 60 -15, 65 -15)))",6460010,5deg_x_5deg,NW,-12.5,62.5,6,4,60,010,,142884304599.4986,140354468388.0237,2671035755.2159,1.87,98.23
cwp-grid-map-5deg_x_5deg.2380,"MULTIPOLYGON (((65 -20, 65 -15, 60 -15, 60 -20, 65 -20)))",6460015,5deg_x_5deg,NW,-17.5,62.5,6,4,60,015,,142884304599.4986,109543748133.5957,33500104932.7268,23.45,76.67
cwp-grid-map-5deg_x_5deg.2381,"MULTIPOLYGON (((65 -25, 65 -20, 60 -20, 60 -25, 65 -25)))",6460020,5deg_x_5deg,NW,-22.5,62.5,6,4,60,020,,142884304599.4985,126416972257.9259,16166584331.0079,11.31,88.48
cwp-grid-map-5deg_x_5deg.2382,"MULTIPOLYGON (((65 -30, 65 -25, 60 -25, 60 -30, 65 -30)))",6460025,5deg_x_5deg,NW,-27.5,62.5,6,4,60,025,,142884304599.4987,142884304599.4987,0,0,100
cwp-grid-map-5deg_x_5deg.2383,"MULTIPOLYGON (((65 -35, 65 -30, 60 -30, 60 -35, 65 -35)))",6460030,5deg_x_5deg,NW,-32.5,62.5,6,4,60,030,,142884304599.4984,142884304599.4984,0,0,100
cwp-grid-map-5deg_x_5deg.2384,"MULTIPOLYGON (((65 -40, 65 -35, 60 -35, 60 -40, 65 -40)))",6460035,5deg_x_5deg,NW,-37.5,62.5,6,4,60,035,,142884304599.4986,142875388451.9405,8916147.5581,0.01,99.99
cwp-grid-map-5deg_x_5deg.2385,"MULTIPOLYGON (((65 -45, 65 -40, 60 -40, 60 -45, 65 -45)))",6460040,5deg_x_5deg,NW,-42.5,62.5,6,4,60,040,,142884304599.499,58490570854.3894,84674452049.1788,59.26,40.94
cwp-grid-map-5deg_x_5deg.2386,"MULTIPOLYGON (((65 -50, 65 -45, 60 -45, 60 -50, 65 -50)))",6460045,5deg_x_5deg,NW,-47.5,62.5,6,4,60,045,,142884304599.4982,33493448160.7016,110167288268.0142,77.1,23.44
cwp-grid-map-5deg_x_5deg.2387,"MULTIPOLYGON (((65 -55, 65 -50, 60 -50, 60 -55, 65 -55)))",6460050,5deg_x_5deg,NW,-52.5,62.5,6,4,60,050,,142884304599.4989,125941860711.9203,15885293754.291,11.12,88.14
cwp-grid-map-5deg_x_5deg.2388,"MULTIPOLYGON (((65 -60, 65 -55, 60 -55, 60 -60, 65 -60)))",6460055,5deg_x_5deg,NW,-57.5,62.5,6,4,60,055,,142884304599.4987,142884304599.4984,0,0,100
cwp-grid-map-5deg_x_5deg.2389,"MULTIPOLYGON (((65 -65, 65 -60, 60 -60, 60 -65, 65 -65)))",6460060,5deg_x_5deg,NW,-62.5,62.5,6,4,60,060,,142884304599.4989,138574516694.1633,5847615443.4025,4.09,96.98
cwp-grid-map-5deg_x_5deg.2390,"MULTIPOLYGON (((65 -70, 65 -65, 60 -65, 60 -70, 65 -70)))",6460065,5deg_x_5deg,NW,-67.5,62.5,6,4,60,065,,142884304599.498,76269151807.231,66558161548.1063,46.58,53.38
cwp-grid-map-5deg_x_5deg.2391,"MULTIPOLYGON (((65 -75, 65 -70, 60 -70, 60 -75, 65 -75)))",6460070,5deg_x_5deg,NW,-72.5,62.5,6,4,60,070,,142884304599.4991,54497062277.9277,88396194374.7643,61.87,38.14
cwp-grid-map-5deg_x_5deg.2392,"MULTIPOLYGON (((65 -80, 65 -75, 60 -75, 60 -80, 65 -80)))",6460075,5deg_x_5deg,NW,-77.5,62.5,6,4,60,075,,142884304599.4982,85778973526.1627,57155607158.1805,40,60.03
cwp-grid-map-5deg_x_5deg.2393,"MULTIPOLYGON (((65 -85, 65 -80, 60 -80, 60 -85, 65 -85)))",6460080,5deg_x_5deg,NW,-82.5,62.5,6,4,60,080,,142884304599.499,112531372538.2168,30245067489.793,21.17,78.76
cwp-grid-map-5deg_x_5deg.2394,"MULTIPOLYGON (((65 -90, 65 -85, 60 -85, 60 -90, 65 -90)))",6460085,5deg_x_5deg,NW,-87.5,62.5,6,4,60,085,,142884304599.499,118014366154.4246,24667812412.9672,17.26,82.59
cwp-grid-map-5deg_x_5deg.2395,"MULTIPOLYGON (((65 -95, 65 -90, 60 -90, 60 -95, 65 -95)))",6460090,5deg_x_5deg,NW,-92.5,62.5,6,4,60,090,,142884304599.4988,68295491477.6238,73358739293.5332,51.34,47.8
cwp-grid-map-5deg_x_5deg.2396,"MULTIPOLYGON (((65 -100, 65 -95, 60 -95, 60 -100, 65 -100)))",6460095,5deg_x_5deg,NW,-97.5,62.5,6,4,60,095,,142884304599.4976,0,142884304599.4978,100,0
cwp-grid-map-5deg_x_5deg.2397,"MULTIPOLYGON (((65 -105, 65 -100, 60 -100, 60 -105, 65 -105)))",6460100,5deg_x_5deg,NW,-102.5,62.5,6,4,60,100,,142884304599.4998,0,142884304599.4998,100,0
cwp-grid-map-5deg_x_5deg.2398,"MULTIPOLYGON (((65 -110, 65 -105, 60 -105, 60 -110, 65 -110)))",6460105,5deg_x_5deg,NW,-107.5,62.5,6,4,60,105,,142884304599.4983,0,142884304599.4978,100,0
cwp-grid-map-5deg_x_5deg.2399,"MULTIPOLYGON (((65 -115, 65 -110, 60 -110, 60 -115, 65 -115)))",6460110,5deg_x_5deg,NW,-112.5,62.5,6,4,60,110,,142884304599.4993,0,142884304599.4988,100,0
cwp-grid-map-5deg_x_5deg.2400,"MULTIPOLYGON (((65 -120, 65 -115, 60 -115, 60 -120, 65 -120)))",6460115,5deg_x_5deg,NW,-117.5,62.5,6,4,60,115,,142884304599.4983,0,142884304599.4978,100,0
cwp-grid-map-5deg_x_5deg.2401,"MULTIPOLYGON (((65 -125, 65 -120, 60 -120, 60 -125, 65 -125)))",6460120,5deg_x_5deg,NW,-122.5,62.5,6,4,60,120,,142884304599.4993,0,142884304599.499,100,0
cwp-grid-map-5deg_x_5deg.2402,"MULTIPOLYGON (((65 -130, 65 -125, 60 -125, 60 -130, 65 -130)))",6460125,5deg_x_5deg,NW,-127.5,62.5,6,4,60,125,,142884304599.4985,0,142884304599.4985,100,0
cwp-grid-map-5deg_x_5deg.2403,"MULTIPOLYGON (((65 -135, 65 -130, 60 -130, 60 -135, 65 -135)))",6460130,5deg_x_5deg,NW,-132.5,62.5,6,4,60,130,,142884304599.4985,0,142884304599.4983,100,0
cwp-grid-map-5deg_x_5deg.2404,"MULTIPOLYGON (((65 -140, 65 -135, 60 -135, 60 -140, 65 -140)))",6460135,5deg_x_5deg,NW,-137.5,62.5,6,4,60,135,,142884304599.4978,15785618.3116,142868518981.1862,99.99,0.01
cwp-grid-map-5deg_x_5deg.2405,"MULTIPOLYGON (((65 -145, 65 -140, 60 -140, 60 -145, 65 -145)))",6460140,5deg_x_5deg,NW,-142.5,62.5,6,4,60,140,,142884304599.4995,1932857403.951,141739403400.4042,99.2,1.35
cwp-grid-map-5deg_x_5deg.2406,"MULTIPOLYGON (((65 -150, 65 -145, 60 -145, 60 -150, 65 -150)))",6460145,5deg_x_5deg,NW,-147.5,62.5,6,4,60,145,,142884304599.4993,13740083340.8945,130397035177.4381,91.26,9.62
cwp-grid-map-5deg_x_5deg.2407,"MULTIPOLYGON (((65 -155, 65 -150, 60 -150, 60 -155, 65 -155)))",6460150,5deg_x_5deg,NW,-152.5,62.5,6,4,60,150,,142884304599.4983,7330459451.0202,133513075024.7928,93.44,5.13
cwp-grid-map-5deg_x_5deg.2408,"MULTIPOLYGON (((65 -160, 65 -155, 60 -155, 60 -160, 65 -160)))",6460155,5deg_x_5deg,NW,-157.5,62.5,6,4,60,155,,142884304599.498,0,142884304599.498,100,0
cwp-grid-map-5deg_x_5deg.2409,"MULTIPOLYGON (((65 -165, 65 -160, 60 -160, 60 -165, 65 -165)))",6460160,5deg_x_5deg,NW,-162.5,62.5,6,4,60,160,,142884304599.499,30683837384.903,115872032236.0585,81.1,21.47
cwp-grid-map-5deg_x_5deg.2410,"MULTIPOLYGON (((65 -170, 65 -165, 60 -165, 60 -170, 65 -170)))",6460165,5deg_x_5deg,NW,-167.5,62.5,6,4,60,165,,142884304599.499,127153354208.9295,15029666592.8292,10.52,88.99
cwp-grid-map-5deg_x_5deg.2411,"MULTIPOLYGON (((65 -175, 65 -170, 60 -170, 60 -175, 65 -175)))",6460170,5deg_x_5deg,NW,-172.5,62.5,6,4,60,170,,142884304599.499,130388092827.1117,10070757586.205,7.05,91.25
cwp-grid-map-5deg_x_5deg.2412,"MULTIPOLYGON (((65 -180, 65 -175, 60 -175, 60 -180, 65 -180)))",6460175,5deg_x_5deg,NW,-177.5,62.5,6,4,60,175,,142884304599.499,141704954593.3076,634522968.6461,0.44,99.17
cwp-grid-map-5deg_x_5deg.2413,"MULTIPOLYGON (((70 -5, 70 0, 65 0, 65 -5, 70 -5)))",6465000,5deg_x_5deg,NW,-2.5,67.5,6,4,65,000,,118386008780.2546,118386008780.2546,0,0,100
cwp-grid-map-5deg_x_5deg.2414,"MULTIPOLYGON (((70 -10, 70 -5, 65 -5, 65 -10, 70 -10)))",6465005,5deg_x_5deg,NW,-7.5,67.5,6,4,65,005,,118386008780.2546,118386008780.2547,0,0,100
cwp-grid-map-5deg_x_5deg.2415,"MULTIPOLYGON (((70 -15, 70 -10, 65 -10, 65 -15, 70 -15)))",6465010,5deg_x_5deg,NW,-12.5,67.5,6,4,65,010,,118386008780.2546,113417322077.5999,5205037042.759,4.4,95.8
cwp-grid-map-5deg_x_5deg.2416,"MULTIPOLYGON (((70 -20, 70 -15, 65 -15, 65 -20, 70 -20)))",6465015,5deg_x_5deg,NW,-17.5,67.5,6,4,65,015,,118386008780.2547,89086987750.8364,29318546308.6683,24.77,75.25
cwp-grid-map-5deg_x_5deg.2417,"MULTIPOLYGON (((70 -25, 70 -20, 65 -20, 65 -25, 70 -25)))",6465020,5deg_x_5deg,NW,-22.5,67.5,6,4,65,020,,118386008780.2546,98773543854.898,19640041488.8855,16.59,83.43
cwp-grid-map-5deg_x_5deg.2418,"MULTIPOLYGON (((70 -30, 70 -25, 65 -25, 65 -30, 70 -30)))",6465025,5deg_x_5deg,NW,-27.5,67.5,6,4,65,025,,118386008780.2546,87885742858.8719,30791044370.0584,26.01,74.24
cwp-grid-map-5deg_x_5deg.2419,"MULTIPOLYGON (((70 -35, 70 -30, 65 -30, 65 -35, 70 -35)))",6465030,5deg_x_5deg,NW,-32.5,67.5,6,4,65,030,,118386008780.2545,64453829102.5241,53885196503.8622,45.52,54.44
cwp-grid-map-5deg_x_5deg.2420,"MULTIPOLYGON (((70 -40, 70 -35, 65 -35, 65 -40, 70 -40)))",6465035,5deg_x_5deg,NW,-37.5,67.5,6,4,65,035,,118386008780.2548,21273301435.6296,96889777123.6384,81.84,17.97
cwp-grid-map-5deg_x_5deg.2421,"MULTIPOLYGON (((70 -45, 70 -40, 65 -40, 65 -45, 70 -45)))",6465040,5deg_x_5deg,NW,-42.5,67.5,6,4,65,040,,118386008780.2547,445478067.6567,117636213475.8949,99.37,0.38
cwp-grid-map-5deg_x_5deg.2422,"MULTIPOLYGON (((70 -50, 70 -45, 65 -45, 65 -50, 70 -50)))",6465045,5deg_x_5deg,NW,-47.5,67.5,6,4,65,045,,118386008780.2545,5363191.3637,119369919713.3102,100.83,0
cwp-grid-map-5deg_x_5deg.2423,"MULTIPOLYGON (((70 -55, 70 -50, 65 -50, 65 -55, 70 -55)))",6465050,5deg_x_5deg,NW,-52.5,67.5,6,4,65,050,,118386008780.2549,52000273975.2647,65396460680.5719,55.24,43.92
cwp-grid-map-5deg_x_5deg.2424,"MULTIPOLYGON (((70 -60, 70 -55, 65 -55, 65 -60, 70 -60)))",6465055,5deg_x_5deg,NW,-57.5,67.5,6,4,65,055,,118386008780.2545,118386008780.2544,0,0,100
cwp-grid-map-5deg_x_5deg.2425,"MULTIPOLYGON (((70 -65, 70 -60, 65 -60, 65 -65, 70 -65)))",6465060,5deg_x_5deg,NW,-62.5,67.5,6,4,65,060,,118386008780.2549,91626234704.2418,28303430496.8265,23.91,77.4
cwp-grid-map-5deg_x_5deg.2426,"MULTIPOLYGON (((70 -70, 70 -65, 65 -65, 65 -70, 70 -70)))",6465065,5deg_x_5deg,NW,-67.5,67.5,6,4,65,065,,118386008780.254,37167762756.6381,80163719636.2311,67.71,31.4
cwp-grid-map-5deg_x_5deg.2427,"MULTIPOLYGON (((70 -75, 70 -70, 65 -70, 65 -75, 70 -75)))",6465070,5deg_x_5deg,NW,-72.5,67.5,6,4,65,070,,118386008780.2551,24195319342.315,95251724657.6326,80.46,20.44
cwp-grid-map-5deg_x_5deg.2428,"MULTIPOLYGON (((70 -80, 70 -75, 65 -75, 65 -80, 70 -80)))",6465075,5deg_x_5deg,NW,-77.5,67.5,6,4,65,075,,118386008780.2543,91329063420.5879,26085552342.2271,22.03,77.15
cwp-grid-map-5deg_x_5deg.2429,"MULTIPOLYGON (((70 -85, 70 -80, 65 -80, 65 -85, 70 -85)))",6465080,5deg_x_5deg,NW,-82.5,67.5,6,4,65,080,,118386008780.2545,65488198057.1855,54448817065.106,45.99,55.32
cwp-grid-map-5deg_x_5deg.2430,"MULTIPOLYGON (((70 -90, 70 -85, 65 -85, 65 -90, 70 -90)))",6465085,5deg_x_5deg,NW,-87.5,67.5,6,4,65,085,,118386008780.2549,45542065803.1496,72778229451.4651,61.48,38.47
cwp-grid-map-5deg_x_5deg.2431,"MULTIPOLYGON (((70 -95, 70 -90, 65 -90, 65 -95, 70 -95)))",6465090,5deg_x_5deg,NW,-92.5,67.5,6,4,65,090,,118386008780.2546,13355990586.6348,104834410292.138,88.55,11.28
cwp-grid-map-5deg_x_5deg.2432,"MULTIPOLYGON (((70 -100, 70 -95, 65 -95, 65 -100, 70 -100)))",6465095,5deg_x_5deg,NW,-97.5,67.5,6,4,65,095,,118386008780.2543,28829454682.9971,89831403578.2005,75.88,24.35
cwp-grid-map-5deg_x_5deg.2433,"MULTIPOLYGON (((70 -105, 70 -100, 65 -100, 65 -105, 70 -105)))",6465100,5deg_x_5deg,NW,-102.5,67.5,6,4,65,100,,118386008780.2549,29969693448.6706,88269538236.2676,74.56,25.32
cwp-grid-map-5deg_x_5deg.2434,"MULTIPOLYGON (((70 -110, 70 -105, 65 -105, 65 -110, 70 -110)))",6465105,5deg_x_5deg,NW,-107.5,67.5,6,4,65,105,,118386008780.2546,18765979015.9875,99850192954.2383,84.34,15.85
cwp-grid-map-5deg_x_5deg.2435,"MULTIPOLYGON (((70 -115, 70 -110, 65 -110, 65 -115, 70 -115)))",6465110,5deg_x_5deg,NW,-112.5,67.5,6,4,65,110,,118386008780.2542,19882713878.6328,98775742137.7312,83.44,16.79
cwp-grid-map-5deg_x_5deg.2436,"MULTIPOLYGON (((70 -120, 70 -115, 65 -115, 65 -120, 70 -120)))",6465115,5deg_x_5deg,NW,-117.5,67.5,6,4,65,115,,118386008780.2546,15214507287.1549,101756702218.8028,85.95,12.85
cwp-grid-map-5deg_x_5deg.2437,"MULTIPOLYGON (((70 -125, 70 -120, 65 -120, 65 -125, 70 -125)))",6465120,5deg_x_5deg,NW,-122.5,67.5,6,4,65,120,,118386008780.2549,7511381720.0275,110296507577.2937,93.17,6.34
