FID,the_geom,CWP_CODE,GRIDTYPE,QUADRANT,X_COORD,Y_COORD,CWP_A,CWP_B,CWP_C,CWP_D,CWP_E,SURFACE,ON_SEA,ON_LAND,ON_LAND_P,ON_SEA_P
cwp-grid-map-5deg_x_5deg.1,"MULTIPOLYGON (((5 0, 5 5, 0 5, 0 0, 5 0)))",6100000,5deg_x_5deg,NE,2.5,2.5,6,1,00,000,,309329291015.2637,309329291015.2637,0,0,100
cwp-grid-map-5deg_x_5deg.2,"MULTIPOLYGON (((5 5, 5 10, 0 10, 0 5, 5 5)))",6100005,5deg_x_5deg,NE,7.5,2.5,6,1,00,005,,309329291015.2637,253900126211.8893,55429164803.3746,17.92,82.08
cwp-grid-map-5deg_x_5deg.3,"MULTIPOLYGON (((5 10, 5 15, 0 15, 0 10, 5 10)))",6100010,5deg_x_5deg,NE,12.5,2.5,6,1,00,010,,309329291015.2637,0,309329291015.2636,100,0
cwp-grid-map-5deg_x_5deg.4,"MULTIPOLYGON (((5 15, 5 20, 0 20, 0 15, 5 15)))",6100015,5deg_x_5deg,NE,17.5,2.5,6,1,00,015,,309329291015.2638,0,309329291015.2636,100,0
cwp-grid-map-5deg_x_5deg.5,"MULTIPOLYGON (((5 20, 5 25, 0 25, 0 20, 5 20)))",6100020,5deg_x_5deg,NE,22.5,2.5,6,1,00,020,,309329291015.2635,0,309329291015.2635,100,0
cwp-grid-map-5deg_x_5deg.6,"MULTIPOLYGON (((5 25, 5 30, 0 30, 0 25, 5 25)))",6100025,5deg_x_5deg,NE,27.5,2.5,6,1,00,025,,309329291015.2638,0,309329291015.2638,100,0
cwp-grid-map-5deg_x_5deg.7,"MULTIPOLYGON (((5 30, 5 35, 0 35, 0 30, 5 30)))",6100030,5deg_x_5deg,NE,32.5,2.5,6,1,00,030,,309329291015.2635,0,309329291015.2635,100,0
cwp-grid-map-5deg_x_5deg.8,"MULTIPOLYGON (((5 35, 5 40, 0 40, 0 35, 5 35)))",6100035,5deg_x_5deg,NE,37.5,2.5,6,1,00,035,,309329291015.2639,0,309329291015.2638,100,0
cwp-grid-map-5deg_x_5deg.9,"MULTIPOLYGON (((5 40, 5 45, 0 45, 0 40, 5 40)))",6100040,5deg_x_5deg,NE,42.5,2.5,6,1,00,040,,309329291015.2644,26370644640.7271,283451443236.2619,91.63,8.53
cwp-grid-map-5deg_x_5deg.10,"MULTIPOLYGON (((5 45, 5 50, 0 50, 0 45, 5 45)))",6100045,5deg_x_5deg,NE,47.5,2.5,6,1,00,045,,309329291015.2625,233722041707.2117,75114452446.3284,24.28,75.56
cwp-grid-map-5deg_x_5deg.11,"MULTIPOLYGON (((5 50, 5 55, 0 55, 0 50, 5 50)))",6100050,5deg_x_5deg,NE,52.5,2.5,6,1,00,050,,309329291015.2637,309329291015.2639,0,0,100
cwp-grid-map-5deg_x_5deg.12,"MULTIPOLYGON (((5 55, 5 60, 0 60, 0 55, 5 55)))",6100055,5deg_x_5deg,NE,57.5,2.5,6,1,00,055,,309329291015.2639,309329291015.2637,0,0,100
cwp-grid-map-5deg_x_5deg.13,"MULTIPOLYGON (((5 60, 5 65, 0 65, 0 60, 5 60)))",6100060,5deg_x_5deg,NE,62.5,2.5,6,1,00,060,,309329291015.2646,309329291015.2644,0,0,100
cwp-grid-map-5deg_x_5deg.14,"MULTIPOLYGON (((5 65, 5 70, 0 70, 0 65, 5 65)))",6100065,5deg_x_5deg,NE,67.5,2.5,6,1,00,065,,309329291015.2625,309329291015.2627,0,0,100
cwp-grid-map-5deg_x_5deg.15,"MULTIPOLYGON (((5 70, 5 75, 0 75, 0 70, 5 70)))",6100070,5deg_x_5deg,NE,72.5,2.5,6,1,00,070,,309329291015.2646,309182389405.4135,146901609.8513,0.05,99.95
cwp-grid-map-5deg_x_5deg.16,"MULTIPOLYGON (((5 75, 5 80, 0 80, 0 75, 5 75)))",6100075,5deg_x_5deg,NE,77.5,2.5,6,1,00,075,,309329291015.2632,309329291015.2627,0,0,100
cwp-grid-map-5deg_x_5deg.17,"MULTIPOLYGON (((5 80, 5 85, 0 85, 0 80, 5 80)))",6100080,5deg_x_5deg,NE,82.5,2.5,6,1,00,080,,309329291015.2642,309329291015.2632,0,0,100
cwp-grid-map-5deg_x_5deg.18,"MULTIPOLYGON (((5 85, 5 90, 0 90, 0 85, 5 85)))",6100085,5deg_x_5deg,NE,87.5,2.5,6,1,00,085,,309329291015.2651,309329291015.2651,0,0,100
cwp-grid-map-5deg_x_5deg.19,"MULTIPOLYGON (((5 90, 5 95, 0 95, 0 90, 5 90)))",6100090,5deg_x_5deg,NE,92.5,2.5,6,1,00,090,,309329291015.2627,309329291015.2632,0,0,100
cwp-grid-map-5deg_x_5deg.20,"MULTIPOLYGON (((5 95, 5 100, 0 100, 0 95, 5 95)))",6100095,5deg_x_5deg,NE,97.5,2.5,6,1,00,095,,309329291015.2622,193540439048.2892,116954937192.1984,37.81,62.57
cwp-grid-map-5deg_x_5deg.21,"MULTIPOLYGON (((5 100, 5 105, 0 105, 0 100, 5 100)))",6100100,5deg_x_5deg,NE,102.5,2.5,6,1,00,100,,309329291015.2651,133012841757.6949,175150364032.3497,56.62,43
cwp-grid-map-5deg_x_5deg.22,"MULTIPOLYGON (((5 105, 5 110, 0 110, 0 105, 5 105)))",6100105,5deg_x_5deg,NE,107.5,2.5,6,1,00,105,,309329291015.2617,285148400226.2864,25342166856.1236,8.19,92.18
cwp-grid-map-5deg_x_5deg.23,"MULTIPOLYGON (((5 110, 5 115, 0 115, 0 110, 5 110)))",6100110,5deg_x_5deg,NE,112.5,2.5,6,1,00,110,,309329291015.2651,115184035586.8931,192983979361.2164,62.39,37.24
cwp-grid-map-5deg_x_5deg.24,"MULTIPOLYGON (((5 115, 5 120, 0 120, 0 115, 5 115)))",6100115,5deg_x_5deg,NE,117.5,2.5,6,1,00,115,,309329291015.2622,123690629553.7753,186175476129.0213,60.19,39.99
cwp-grid-map-5deg_x_5deg.25,"MULTIPOLYGON (((5 120, 5 125, 0 125, 0 120, 5 120)))",6100120,5deg_x_5deg,NE,122.5,2.5,6,1,00,120,,309329291015.2651,274262385648.9152,35928417179.3872,11.61,88.66
cwp-grid-map-5deg_x_5deg.26,"MULTIPOLYGON (((5 125, 5 130, 0 130, 0 125, 5 125)))",6100125,5deg_x_5deg,NE,127.5,2.5,6,1,00,125,,309329291015.2637,286232372349.2908,21908889869.9493,7.08,92.53
cwp-grid-map-5deg_x_5deg.27,"MULTIPOLYGON (((5 130, 5 135, 0 135, 0 130, 5 130)))",6100130,5deg_x_5deg,NE,132.5,2.5,6,1,00,130,,309329291015.2622,309060037583.5744,58955747.1442,0.02,99.91
cwp-grid-map-5deg_x_5deg.28,"MULTIPOLYGON (((5 135, 5 140, 0 140, 0 135, 5 135)))",6100135,5deg_x_5deg,NE,137.5,2.5,6,1,00,135,,309329291015.2632,309329291015.2637,0,0,100
cwp-grid-map-5deg_x_5deg.29,"MULTIPOLYGON (((5 140, 5 145, 0 145, 0 140, 5 140)))",6100140,5deg_x_5deg,NE,142.5,2.5,6,1,00,140,,309329291015.2646,309329291015.2661,0,0,100
cwp-grid-map-5deg_x_5deg.30,"MULTIPOLYGON (((5 145, 5 150, 0 150, 0 145, 5 145)))",6100145,5deg_x_5deg,NE,147.5,2.5,6,1,00,145,,309329291015.2637,309329291015.2646,0,0,100
cwp-grid-map-5deg_x_5deg.31,"MULTIPOLYGON (((5 150, 5 155, 0 155, 0 150, 5 150)))",6100150,5deg_x_5deg,NE,152.5,2.5,6,1,00,150,,309329291015.2637,309329291015.2637,0,0,100
cwp-grid-map-5deg_x_5deg.32,"MULTIPOLYGON (((5 155, 5 160, 0 160, 0 155, 5 155)))",6100155,5deg_x_5deg,NE,157.5,2.5,6,1,00,155,,309329291015.2627,309329291015.2617,0,0,100
cwp-grid-map-5deg_x_5deg.33,"MULTIPOLYGON (((5 160, 5 165, 0 165, 0 160, 5 160)))",6100160,5deg_x_5deg,NE,162.5,2.5,6,1,00,160,,309329291015.2637,309329291015.2627,0,0,100
cwp-grid-map-5deg_x_5deg.34,"MULTIPOLYGON (((5 165, 5 170, 0 170, 0 165, 5 165)))",6100165,5deg_x_5deg,NE,167.5,2.5,6,1,00,165,,309329291015.2646,309314932652.595,14358362.6686,0,100
cwp-grid-map-5deg_x_5deg.35,"MULTIPOLYGON (((5 170, 5 175, 0 175, 0 170, 5 170)))",6100170,5deg_x_5deg,NE,172.5,2.5,6,1,00,170,,309329291015.2656,309111879370.2097,217411645.0551,0.07,99.93
cwp-grid-map-5deg_x_5deg.36,"MULTIPOLYGON (((5 175, 5 180, 0 180, 0 175, 5 175)))",6100175,5deg_x_5deg,NE,177.5,2.5,6,1,00,175,,309329291015.2646,309329291015.2656,0,0,100
cwp-grid-map-5deg_x_5deg.37,"MULTIPOLYGON (((10 0, 10 5, 5 5, 5 0, 10 0)))",6105000,5deg_x_5deg,NE,2.5,7.5,6,1,05,000,,306974160049.7924,73746264879.4852,233261426750.8565,75.99,24.02
cwp-grid-map-5deg_x_5deg.38,"MULTIPOLYGON (((10 5, 10 10, 5 10, 5 5, 10 5)))",6105005,5deg_x_5deg,NE,7.5,7.5,6,1,05,005,,306974160049.7924,2570414784.9715,304370213684.2717,99.15,0.84
cwp-grid-map-5deg_x_5deg.39,"MULTIPOLYGON (((10 10, 10 15, 5 15, 5 10, 10 10)))",6105010,5deg_x_5deg,NE,12.5,7.5,6,1,05,010,,306974160049.7922,0,306974160049.7923,100,0
cwp-grid-map-5deg_x_5deg.40,"MULTIPOLYGON (((10 15, 10 20, 5 20, 5 15, 10 15)))",6105015,5deg_x_5deg,NE,17.5,7.5,6,1,05,015,,306974160049.7926,0,306974160049.7927,100,0
cwp-grid-map-5deg_x_5deg.41,"MULTIPOLYGON (((10 20, 10 25, 5 25, 5 20, 10 20)))",6105020,5deg_x_5deg,NE,22.5,7.5,6,1,05,020,,306974160049.7921,0,306974160049.7922,100,0
cwp-grid-map-5deg_x_5deg.42,"MULTIPOLYGON (((10 25, 10 30, 5 30, 5 25, 10 25)))",6105025,5deg_x_5deg,NE,27.5,7.5,6,1,05,025,,306974160049.7922,0,306974160049.7924,100,0
cwp-grid-map-5deg_x_5deg.43,"MULTIPOLYGON (((10 30, 10 35, 5 35, 5 30, 10 30)))",6105030,5deg_x_5deg,NE,32.5,7.5,6,1,05,030,,306974160049.7925,0,306974160049.7924,100,0
cwp-grid-map-5deg_x_5deg.44,"MULTIPOLYGON (((10 35, 10 40, 5 40, 5 35, 10 35)))",6105035,5deg_x_5deg,NE,37.5,7.5,6,1,05,035,,306974160049.7927,0,306974160049.7927,100,0
cwp-grid-map-5deg_x_5deg.45,"MULTIPOLYGON (((10 40, 10 45, 5 45, 5 40, 10 40)))",6105040,5deg_x_5deg,NE,42.5,7.5,6,1,05,040,,306974160049.7927,0,306974160049.7925,100,0
cwp-grid-map-5deg_x_5deg.46,"MULTIPOLYGON (((10 45, 10 50, 5 50, 5 45, 10 45)))",6105045,5deg_x_5deg,NE,47.5,7.5,6,1,05,045,,306974160049.7917,31271840689.1611,276258238158.4172,89.99,10.19
cwp-grid-map-5deg_x_5deg.47,"MULTIPOLYGON (((10 50, 10 55, 5 55, 5 50, 10 50)))",6105050,5deg_x_5deg,NE,52.5,7.5,6,1,05,050,,306974160049.7927,293650274603.0757,12767966648.9313,4.16,95.66
cwp-grid-map-5deg_x_5deg.48,"MULTIPOLYGON (((10 55, 10 60, 5 60, 5 55, 10 55)))",6105055,5deg_x_5deg,NE,57.5,7.5,6,1,05,055,,306974160049.7915,306974160049.7917,0,0,100
cwp-grid-map-5deg_x_5deg.49,"MULTIPOLYGON (((10 60, 10 65, 5 65, 5 60, 10 60)))",6105060,5deg_x_5deg,NE,62.5,7.5,6,1,05,060,,306974160049.7932,306974160049.7935,0,0,100
cwp-grid-map-5deg_x_5deg.50,"MULTIPOLYGON (((10 65, 10 70, 5 70, 5 65, 10 65)))",6105065,5deg_x_5deg,NE,67.5,7.5,6,1,05,065,,306974160049.7915,306974160049.7917,0,0,100
cwp-grid-map-5deg_x_5deg.51,"MULTIPOLYGON (((10 70, 10 75, 5 75, 5 70, 10 70)))",6105070,5deg_x_5deg,NE,72.5,7.5,6,1,05,070,,306974160049.793,306868357323.8483,105802725.9452,0.03,99.97
cwp-grid-map-5deg_x_5deg.52,"MULTIPOLYGON (((10 75, 10 80, 5 80, 5 75, 10 75)))",6105075,5deg_x_5deg,NE,77.5,7.5,6,1,05,075,,306974160049.792,259024188853.2338,49006248943.0492,15.96,84.38
cwp-grid-map-5deg_x_5deg.53,"MULTIPOLYGON (((10 80, 10 85, 5 85, 5 80, 10 80)))",6105080,5deg_x_5deg,NE,82.5,7.5,6,1,05,080,,306974160049.792,244226378204.7378,61691504098.5626,20.1,79.56
cwp-grid-map-5deg_x_5deg.54,"MULTIPOLYGON (((10 85, 10 90, 5 90, 5 85, 10 85)))",6105085,5deg_x_5deg,NE,87.5,7.5,6,1,05,085,,306974160049.7935,306974160049.793,0,0,100
cwp-grid-map-5deg_x_5deg.55,"MULTIPOLYGON (((10 90, 10 95, 5 95, 5 90, 10 90)))",6105090,5deg_x_5deg,NE,92.5,7.5,6,1,05,090,,306974160049.793,305300809171.4971,1673350878.2954,0.55,99.45
cwp-grid-map-5deg_x_5deg.56,"MULTIPOLYGON (((10 95, 10 100, 5 100, 5 95, 10 95)))",6105095,5deg_x_5deg,NE,97.5,7.5,6,1,05,095,,306974160049.7905,255963118151.0199,52430291163.9461,17.08,83.38
cwp-grid-map-5deg_x_5deg.57,"MULTIPOLYGON (((10 100, 10 105, 5 105, 5 100, 10 100)))",6105100,5deg_x_5deg,NE,102.5,7.5,6,1,05,100,,306974160049.7939,243588955668.5777,62975429167.0442,20.51,79.35
cwp-grid-map-5deg_x_5deg.58,"MULTIPOLYGON (((10 105, 10 110, 5 110, 5 105, 10 105)))",6105105,5deg_x_5deg,NE,107.5,7.5,6,1,05,105,,306974160049.7915,289767490129.7789,16197195869.0071,5.28,94.39
cwp-grid-map-5deg_x_5deg.59,"MULTIPOLYGON (((10 110, 10 115, 5 115, 5 110, 10 110)))",6105110,5deg_x_5deg,NE,112.5,7.5,6,1,05,110,,306974160049.792,306721597152.9054,282216179.5341,0.09,99.92
cwp-grid-map-5deg_x_5deg.60,"MULTIPOLYGON (((10 115, 10 120, 5 120, 5 115, 10 115)))",6105115,5deg_x_5deg,NE,117.5,7.5,6,1,05,115,,306974160049.791,249323064586.145,58494733970.0339,19.06,81.22
cwp-grid-map-5deg_x_5deg.61,"MULTIPOLYGON (((10 120, 10 125, 5 125, 5 120, 10 120)))",6105120,5deg_x_5deg,NE,122.5,7.5,6,1,05,120,,306974160049.7944,245157419241.3021,62423470019.701,20.34,79.86
cwp-grid-map-5deg_x_5deg.62,"MULTIPOLYGON (((10 125, 10 130, 5 130, 5 125, 10 125)))",6105125,5deg_x_5deg,NE,127.5,7.5,6,1,05,125,,306974160049.7925,256078739077.3257,49415399972.2149,16.1,83.42
cwp-grid-map-5deg_x_5deg.63,"MULTIPOLYGON (((10 130, 10 135, 5 135, 5 130, 10 130)))",6105130,5deg_x_5deg,NE,132.5,7.5,6,1,05,130,,306974160049.7915,306507054210.9866,467105838.8049,0.15,99.85
cwp-grid-map-5deg_x_5deg.64,"MULTIPOLYGON (((10 135, 10 140, 5 140, 5 135, 10 135)))",6105135,5deg_x_5deg,NE,137.5,7.5,6,1,05,135,,306974160049.792,306874537411.3209,99622638.471,0.03,99.97
cwp-grid-map-5deg_x_5deg.65,"MULTIPOLYGON (((10 140, 10 145, 5 145, 5 140, 10 140)))",6105140,5deg_x_5deg,NE,142.5,7.5,6,1,05,140,,306974160049.7939,306970017150.2401,4142899.5539,0,100
cwp-grid-map-5deg_x_5deg.66,"MULTIPOLYGON (((10 145, 10 150, 5 150, 5 145, 10 145)))",6105145,5deg_x_5deg,NE,147.5,7.5,6,1,05,145,,306974160049.792,306968261092.2105,5898957.5825,0,100
cwp-grid-map-5deg_x_5deg.67,"MULTIPOLYGON (((10 150, 10 155, 5 155, 5 150, 10 150)))",6105150,5deg_x_5deg,NE,152.5,7.5,6,1,05,150,,306974160049.792,306851347567.121,122812482.673,0.04,99.96
cwp-grid-map-5deg_x_5deg.68,"MULTIPOLYGON (((10 155, 10 160, 5 160, 5 155, 10 155)))",6105155,5deg_x_5deg,NE,157.5,7.5,6,1,05,155,,306974160049.791,306595653339.6641,378506710.1279,0.12,99.88
cwp-grid-map-5deg_x_5deg.69,"MULTIPOLYGON (((10 160, 10 165, 5 165, 5 160, 10 160)))",6105160,5deg_x_5deg,NE,162.5,7.5,6,1,05,160,,306974160049.791,306854537825.1458,119622224.6453,0.04,99.96
cwp-grid-map-5deg_x_5deg.70,"MULTIPOLYGON (((10 165, 10 170, 5 170, 5 165, 10 165)))",6105165,5deg_x_5deg,NE,167.5,7.5,6,1,05,165,,306974160049.793,306859484241.6254,114675808.1675,0.04,99.96
cwp-grid-map-5deg_x_5deg.71,"MULTIPOLYGON (((10 170, 10 175, 5 175, 5 170, 10 170)))",6105170,5deg_x_5deg,NE,172.5,7.5,6,1,05,170,,306974160049.7939,306882430862.7617,91729187.0313,0.03,99.97
cwp-grid-map-5deg_x_5deg.72,"MULTIPOLYGON (((10 175, 10 180, 5 180, 5 175, 10 175)))",6105175,5deg_x_5deg,NE,177.5,7.5,6,1,05,175,,306974160049.7939,306974160049.792,0,0,100
cwp-grid-map-5deg_x_5deg.73,"MULTIPOLYGON (((15 0, 15 5, 10 5, 10 0, 15 0)))",6110000,5deg_x_5deg,NE,2.5,12.5,6,1,10,000,,302281809582.2624,0,302281809582.2624,100,0
cwp-grid-map-5deg_x_5deg.74,"MULTIPOLYGON (((15 5, 15 10, 10 10, 10 5, 15 5)))",6110005,5deg_x_5deg,NE,7.5,12.5,6,1,10,005,,302281809582.2624,0,302281809582.2625,100,0
cwp-grid-map-5deg_x_5deg.75,"MULTIPOLYGON (((15 10, 15 15, 10 15, 10 10, 15 10)))",6110010,5deg_x_5deg,NE,12.5,12.5,6,1,10,010,,302281809582.2623,0,302281809582.2624,100,0
cwp-grid-map-5deg_x_5deg.76,"MULTIPOLYGON (((15 15, 15 20, 10 20, 10 15, 15 15)))",6110015,5deg_x_5deg,NE,17.5,12.5,6,1,10,015,,302281809582.2625,0,302281809582.2625,100,0
cwp-grid-map-5deg_x_5deg.77,"MULTIPOLYGON (((15 20, 15 25, 10 25, 10 20, 15 20)))",6110020,5deg_x_5deg,NE,22.5,12.5,6,1,10,020,,302281809582.2622,0,302281809582.2622,100,0
cwp-grid-map-5deg_x_5deg.78,"MULTIPOLYGON (((15 25, 15 30, 10 30, 10 25, 15 25)))",6110025,5deg_x_5deg,NE,27.5,12.5,6,1,10,025,,302281809582.2623,0,302281809582.2625,100,0
cwp-grid-map-5deg_x_5deg.79,"MULTIPOLYGON (((15 30, 15 35, 10 35, 10 30, 15 30)))",6110030,5deg_x_5deg,NE,32.5,12.5,6,1,10,030,,302281809582.2622,0,302281809582.2623,100,0
cwp-grid-map-5deg_x_5deg.80,"MULTIPOLYGON (((15 35, 15 40, 10 40, 10 35, 15 35)))",6110035,5deg_x_5deg,NE,37.5,12.5,6,1,10,035,,302281809582.2627,0,302281809582.2627,100,0
cwp-grid-map-5deg_x_5deg.81,"MULTIPOLYGON (((15 40, 15 45, 10 45, 10 40, 15 40)))",6110040,5deg_x_5deg,NE,42.5,12.5,6,1,10,040,,302281809582.2625,79469078009.674,223399659722.6779,73.9,26.29
cwp-grid-map-5deg_x_5deg.82,"MULTIPOLYGON (((15 45, 15 50, 10 50, 10 45, 15 45)))",6110045,5deg_x_5deg,NE,47.5,12.5,6,1,10,045,,302281809582.2622,168397615529.791,133831959805.5421,44.27,55.71
cwp-grid-map-5deg_x_5deg.83,"MULTIPOLYGON (((15 50, 15 55, 10 55, 10 50, 15 50)))",6110050,5deg_x_5deg,NE,52.5,12.5,6,1,10,050,,302281809582.2627,273549409379.1882,28197706299.9102,9.33,90.49
cwp-grid-map-5deg_x_5deg.84,"MULTIPOLYGON (((15 55, 15 60, 10 60, 10 55, 15 55)))",6110055,5deg_x_5deg,NE,57.5,12.5,6,1,10,055,,302281809582.262,302281809582.2622,0,0,100
cwp-grid-map-5deg_x_5deg.85,"MULTIPOLYGON (((15 60, 15 65, 10 65, 10 60, 15 60)))",6110060,5deg_x_5deg,NE,62.5,12.5,6,1,10,060,,302281809582.2629,302281809582.2629,0,0,100
cwp-grid-map-5deg_x_5deg.86,"MULTIPOLYGON (((15 65, 15 70, 10 70, 10 65, 15 65)))",6110065,5deg_x_5deg,NE,67.5,12.5,6,1,10,065,,302281809582.2617,302281809582.2615,0,0,100
cwp-grid-map-5deg_x_5deg.87,"MULTIPOLYGON (((15 70, 15 75, 10 75, 10 70, 15 70)))",6110070,5deg_x_5deg,NE,72.5,12.5,6,1,10,070,,302281809582.2637,290450207187.9498,12724775179.2595,4.21,96.09
cwp-grid-map-5deg_x_5deg.88,"MULTIPOLYGON (((15 75, 15 80, 10 80, 10 75, 15 75)))",6110075,5deg_x_5deg,NE,77.5,12.5,6,1,10,075,,302281809582.2617,27131379458.1357,275200023823.2072,91.04,8.98
cwp-grid-map-5deg_x_5deg.89,"MULTIPOLYGON (((15 80, 15 85, 10 85, 10 80, 15 80)))",6110080,5deg_x_5deg,NE,82.5,12.5,6,1,10,080,,302281809582.2627,294517319451.1424,6821723647.0933,2.26,97.43
cwp-grid-map-5deg_x_5deg.90,"MULTIPOLYGON (((15 85, 15 90, 10 90, 10 85, 15 85)))",6110085,5deg_x_5deg,NE,87.5,12.5,6,1,10,085,,302281809582.2622,302281809582.2617,0,0,100
cwp-grid-map-5deg_x_5deg.91,"MULTIPOLYGON (((15 90, 15 95, 10 95, 10 90, 15 90)))",6110090,5deg_x_5deg,NE,92.5,12.5,6,1,10,090,,302281809582.2637,296284964453.6643,5996845128.5988,1.98,98.02
cwp-grid-map-5deg_x_5deg.92,"MULTIPOLYGON (((15 95, 15 100, 10 100, 10 95, 15 95)))",6110095,5deg_x_5deg,NE,97.5,12.5,6,1,10,095,,302281809582.2607,218741495140.8251,84940271690.3879,28.1,72.36
cwp-grid-map-5deg_x_5deg.93,"MULTIPOLYGON (((15 100, 15 105, 10 105, 10 100, 15 100)))",6110100,5deg_x_5deg,NE,102.5,12.5,6,1,10,100,,302281809582.2637,112632416787.3883,188337652302.8823,62.31,37.26
cwp-grid-map-5deg_x_5deg.94,"MULTIPOLYGON (((15 105, 15 110, 10 110, 10 105, 15 105)))",6110105,5deg_x_5deg,NE,107.5,12.5,6,1,10,105,,302281809582.2617,71092488609.2059,231101104216.1011,76.45,23.52
cwp-grid-map-5deg_x_5deg.95,"MULTIPOLYGON (((15 110, 15 115, 10 115, 10 110, 15 110)))",6110110,5deg_x_5deg,NE,112.5,12.5,6,1,10,110,,302281809582.2627,302252894333.7837,28915248.4791,0.01,99.99
cwp-grid-map-5deg_x_5deg.96,"MULTIPOLYGON (((15 115, 15 120, 10 120, 10 115, 15 115)))",6110115,5deg_x_5deg,NE,117.5,12.5,6,1,10,115,,302281809582.2612,297496419085.346,6354339223.0622,2.1,98.42
cwp-grid-map-5deg_x_5deg.97,"MULTIPOLYGON (((15 120, 15 125, 10 125, 10 120, 15 120)))",6110120,5deg_x_5deg,NE,122.5,12.5,6,1,10,120,,302281809582.2632,214760207900.3525,87717008362.7183,29.02,71.05
cwp-grid-map-5deg_x_5deg.98,"MULTIPOLYGON (((15 125, 15 130, 10 130, 10 125, 15 125)))",6110125,5deg_x_5deg,NE,127.5,12.5,6,1,10,125,,302281809582.2622,290418919235.1773,10098534940.152,3.34,96.08
cwp-grid-map-5deg_x_5deg.99,"MULTIPOLYGON (((15 130, 15 135, 10 135, 10 130, 15 130)))",6110130,5deg_x_5deg,NE,132.5,12.5,6,1,10,130,,302281809582.2617,302281809582.2612,0,0,100
cwp-grid-map-5deg_x_5deg.100,"MULTIPOLYGON (((15 135, 15 140, 10 140, 10 135, 15 135)))",6110135,5deg_x_5deg,NE,137.5,12.5,6,1,10,135,,302281809582.2617,302280681348.475,1128233.7867,0,100
cwp-grid-map-5deg_x_5deg.101,"MULTIPOLYGON (((15 140, 15 145, 10 145, 10 140, 15 140)))",6110140,5deg_x_5deg,NE,142.5,12.5,6,1,10,140,,302281809582.2637,301714446468.9374,567363113.3263,0.19,99.81
cwp-grid-map-5deg_x_5deg.102,"MULTIPOLYGON (((15 145, 15 150, 10 150, 10 145, 15 145)))",6110145,5deg_x_5deg,NE,147.5,12.5,6,1,10,145,,302281809582.2637,302146290058.8119,135519523.4518,0.04,99.96
cwp-grid-map-5deg_x_5deg.103,"MULTIPOLYGON (((15 150, 15 155, 10 155, 10 150, 15 150)))",6110150,5deg_x_5deg,NE,152.5,12.5,6,1,10,150,,302281809582.2607,302281809582.2598,0,0,100
cwp-grid-map-5deg_x_5deg.104,"MULTIPOLYGON (((15 155, 15 160, 10 160, 10 155, 15 155)))",6110155,5deg_x_5deg,NE,157.5,12.5,6,1,10,155,,302281809582.2637,302281809582.2627,0,0,100
cwp-grid-map-5deg_x_5deg.105,"MULTIPOLYGON (((15 160, 15 165, 10 165, 10 160, 15 160)))",6110160,5deg_x_5deg,NE,162.5,12.5,6,1,10,160,,302281809582.2617,302264566581.0957,17243001.1661,0.01,99.99
cwp-grid-map-5deg_x_5deg.106,"MULTIPOLYGON (((15 165, 15 170, 10 170, 10 165, 15 165)))",6110165,5deg_x_5deg,NE,167.5,12.5,6,1,10,165,,302281809582.2637,302247158459.5707,34651122.6929,0.01,99.99
cwp-grid-map-5deg_x_5deg.107,"MULTIPOLYGON (((15 170, 15 175, 10 175, 10 170, 15 170)))",6110170,5deg_x_5deg,NE,172.5,12.5,6,1,10,170,,302281809582.2627,302279076232.0062,2733350.2555,0,100
cwp-grid-map-5deg_x_5deg.108,"MULTIPOLYGON (((15 175, 15 180, 10 180, 10 175, 15 175)))",6110175,5deg_x_5deg,NE,177.5,12.5,6,1,10,175,,302281809582.2627,302281809582.2607,0,0,100
cwp-grid-map-5deg_x_5deg.109,"MULTIPOLYGON (((20 0, 20 5, 15 5, 15 0, 20 0)))",6115000,5deg_x_5deg,NE,2.5,17.5,6,1,15,000,,295287925493.5873,0,295287925493.5873,100,0
cwp-grid-map-5deg_x_5deg.110,"MULTIPOLYGON (((20 5, 20 10, 15 10, 15 5, 20 5)))",6115005,5deg_x_5deg,NE,7.5,17.5,6,1,15,005,,295287925493.5873,0,295287925493.5874,100,0
cwp-grid-map-5deg_x_5deg.111,"MULTIPOLYGON (((20 10, 20 15, 15 15, 15 10, 20 10)))",6115010,5deg_x_5deg,NE,12.5,17.5,6,1,15,010,,295287925493.5873,0,295287925493.5873,100,0
cwp-grid-map-5deg_x_5deg.112,"MULTIPOLYGON (((20 15, 20 20, 15 20, 15 15, 20 15)))",6115015,5deg_x_5deg,NE,17.5,17.5,6,1,15,015,,295287925493.5874,0,295287925493.5874,100,0
cwp-grid-map-5deg_x_5deg.113,"MULTIPOLYGON (((20 20, 20 25, 15 25, 15 20, 20 20)))",6115020,5deg_x_5deg,NE,22.5,17.5,6,1,15,020,,295287925493.5873,0,295287925493.5872,100,0
cwp-grid-map-5deg_x_5deg.114,"MULTIPOLYGON (((20 25, 20 30, 15 30, 15 25, 20 25)))",6115025,5deg_x_5deg,NE,27.5,17.5,6,1,15,025,,295287925493.5875,0,295287925493.5873,100,0
cwp-grid-map-5deg_x_5deg.115,"MULTIPOLYGON (((20 30, 20 35, 15 35, 15 30, 20 30)))",6115030,5deg_x_5deg,NE,32.5,17.5,6,1,15,030,,295287925493.5874,0,295287925493.5874,100,0
