year,month,week,origin,volume_tonnes,price_high,price_mid,price_low,approx_fish_count,week_number,week_id
2011,2,2,各地,22.5,18375.0,3962.0,2310,90,363,2011-02-2
2011,2,3,各地,23.1,12075.0,4377.0,2100,92,364,2011-02-3
2011,2,4,各地,20.1,18900.0,4122.0,2100,80,365,2011-02-4
2011,3,1,各地,26.9,18900.0,4152.0,2100,108,366,2011-03-1
2011,3,2,各地,29.2,16800.0,4193.0,2100,117,367,2011-03-2
2011,3,3,各地,20.6,14700.0,4274.0,1995,82,368,2011-03-3
2011,3,4,各地,16.5,9975.0,3328.0,1365,66,369,2011-03-4
2011,3,5,各地,14.6,23100.0,4113.0,2100,58,370,2011-03-5
2011,4,1,各地,24.9,13125.0,3985.0,2100,100,371,2011-04-1
2011,4,2,各地,20.3,14175.0,4122.0,2625,81,372,2011-04-2
2011,4,3,各地,21.3,12600.0,4273.0,1575,85,373,2011-04-3
2011,4,4,各地,35.0,11865.0,4071.0,2415,140,374,2011-04-4
2011,5,1,各地,40.4,12600.0,3693.0,2310,162,375,2011-05-1
2011,5,2,各地,31.9,12600.0,3645.0,1575,128,376,2011-05-2
2011,5,3,各地,22.5,15750.0,3430.0,1890,90,377,2011-05-3
2011,5,4,各地,27.5,6510.0,3105.0,1365,110,378,2011-05-4
2011,6,1,各地,37.1,8400.0,2430.0,1470,148,379,2011-06-1
2011,6,2,各地,64.9,7350.0,1647.0,840,260,380,2011-06-2
2011,6,3,各地,37.4,10500.0,2176.0,1050,150,381,2011-06-3
2011,6,4,各地,39.7,8400.0,3061.0,1050,159,382,2011-06-4
2011,6,5,各地,34.6,5775.0,2495.0,315,138,383,2011-06-5
2011,7,1,各地,46.4,8925.0,2107.0,525,186,384,2011-07-1
2011,7,2,各地,42.2,9975.0,2410.0,1260,169,385,2011-07-2
2011,7,3,各地,27.4,12600.0,3359.0,1050,110,386,2011-07-3
2011,7,4,各地,31.0,12600.0,3100.0,840,124,387,2011-07-4
2011,8,1,各地,24.0,10500.0,3011.0,1050,96,388,2011-08-1
2011,8,2,各地,24.2,11550.0,4501.0,1260,97,389,2011-08-2
2011,8,3,各地,32.7,9660.0,4863.0,2100,131,390,2011-08-3
2011,8,4,各地,40.2,10500.0,3329.0,1050,161,391,2011-08-4
2011,9,1,各地,26.3,7350.0,3179.0,840,105,392,2011-09-1
2011,9,2,各地,25.5,12600.0,3707.0,1365,102,393,2011-09-2
2011,9,3,各地,28.4,10500.0,3937.0,2100,114,394,2011-09-3
2011,9,4,各地,30.0,11550.0,3988.0,315,120,395,2011-09-4
2011,9,5,各地,37.4,8925.0,3363.0,1890,150,396,2011-09-5
2011,10,1,各地,27.9,11550.0,4090.0,1575,112,397,2011-10-1
2011,10,2,各地,25.4,9765.0,3495.0,1050,102,398,2011-10-2
2011,10,3,各地,23.8,11025.0,3446.0,1050,95,399,2011-10-3
2011,10,4,各地,22.4,10500.0,4899.0,1365,90,400,2011-10-4
2011,11,1,各地,25.1,8925.0,4180.0,1575,100,401,2011-11-1
2011,11,2,各地,26.8,10500.0,3967.0,1260,107,402,2011-11-2
2011,11,3,各地,25.5,15225.0,3874.0,1050,102,403,2011-11-3
2011,11,4,各地,24.4,12600.0,4502.0,1575,98,404,2011-11-4
2011,12,1,各地,21.6,13125.0,5139.0,2100,86,405,2011-12-1
2011,12,2,各地,27.8,13125.0,4935.0,1680,111,406,2011-12-2
2011,12,3,各地,30.1,11550.0,5173.0,1785,120,407,2011-12-3
2011,12,4,各地,30.7,15750.0,5336.0,2100,123,408,2011-12-4
2012,1,1,各地,23.3,16800.0,4784.0,2100,93,409,2012-01-1
2012,1,2,各地,19.9,14700.0,4360.0,2100,80,410,2012-01-2
2012,1,3,各地,21.0,16800.0,4271.0,1890,84,411,2012-01-3
2012,2,1,各地,17.5,12600.0,5204.0,2310,70,412,2012-02-1
2012,2,2,各地,19.9,12600.0,4100.0,2100,80,413,2012-02-2
2012,2,3,各地,22.2,15750.0,4249.0,2100,89,414,2012-02-3
2012,2,4,各地,21.0,16275.0,3972.0,2100,84,415,2012-02-4
2012,3,1,各地,23.9,15750.0,4107.0,2100,96,416,2012-03-1
2012,3,2,各地,26.5,10500.0,4365.0,2100,106,417,2012-03-2
2012,3,3,各地,22.6,20475.0,4835.0,2625,90,418,2012-03-3
2012,3,4,各地,20.5,12600.0,5064.0,2100,82,419,2012-03-4
2012,3,5,各地,18.1,17850.0,4610.0,2100,72,420,2012-03-5
2012,4,1,各地,31.3,17325.0,4706.0,2100,125,421,2012-04-1
2012,4,2,各地,25.4,14700.0,4389.0,2100,102,422,2012-04-2
2012,4,3,各地,17.8,15225.0,4743.0,2100,71,423,2012-04-3
2012,4,4,各地,20.9,11025.0,4962.0,2100,84,424,2012-04-4
2012,5,1,各地,41.7,12075.0,4462.0,2625,167,425,2012-05-1
2012,5,2,各地,31.1,11550.0,4636.0,2100,124,426,2012-05-2
2012,5,3,各地,20.4,11025.0,3618.0,1260,82,427,2012-05-3
2012,5,4,各地,26.3,12075.0,3380.0,1890,105,428,2012-05-4
2012,5,5,各地,23.9,11550.0,3329.0,1365,96,429,2012-05-5
2012,6,1,各地,29.8,6300.0,2878.0,1365,119,430,2012-06-1
2012,6,2,各地,27.4,5250.0,2853.0,1575,110,431,2012-06-2
2012,6,3,各地,26.8,6825.0,2949.0,1785,107,432,2012-06-3
2012,6,4,各地,27.7,7350.0,3247.0,1575,111,433,2012-06-4
2012,7,1,各地,33.5,7350.0,2321.0,1575,134,434,2012-07-1
2012,7,2,各地,26.5,7350.0,3016.0,1260,106,435,2012-07-2
2012,7,3,各地,27.4,10500.0,3405.0,1575,110,436,2012-07-3
2012,7,4,各地,26.9,10500.0,3678.0,1050,108,437,2012-07-4
2012,8,1,各地,23.0,12075.0,3586.0,1050,92,438,2012-08-1
2012,8,2,各地,25.2,8400.0,3077.0,1050,101,439,2012-08-2
2012,8,3,各地,27.6,6825.0,3821.0,1575,110,440,2012-08-3
2012,8,4,各地,24.6,11550.0,3511.0,1365,98,441,2012-08-4
2012,8,5,各地,16.6,13650.0,3552.0,1050,66,442,2012-08-5
2012,9,1,各地,25.7,7350.0,3292.0,1600,103,443,2012-09-1
2012,9,2,各地,24.3,9450.0,4229.0,1365,97,444,2012-09-2
2012,9,3,各地,24.1,12600.0,3888.0,2100,96,445,2012-09-3
2012,9,4,各地,24.0,10500.0,4104.0,1050,96,446,2012-09-4
2012,10,1,各地,19.0,12600.0,4832.0,1575,76,447,2012-10-1
2012,10,2,各地,30.3,8715.0,3954.0,1365,121,448,2012-10-2
2012,10,3,各地,16.9,10500.0,4503.0,1365,68,449,2012-10-3
2012,10,4,各地,21.8,12600.0,4465.0,1890,87,450,2012-10-4
2012,11,1,各地,26.1,15750.0,3635.0,1575,104,451,2012-11-1
2012,11,2,各地,29.7,9450.0,3761.0,2100,119,452,2012-11-2
2012,11,3,各地,23.5,11550.0,3822.0,1260,94,453,2012-11-3
2012,11,4,各地,24.2,14700.0,4744.0,1575,97,454,2012-11-4
2012,11,5,各地,28.3,11025.0,4958.0,1890,113,455,2012-11-5
2012,12,1,各地,32.6,12600.0,5314.0,1890,130,456,2012-12-1
2012,12,2,各地,28.9,14175.0,5309.0,2100,116,457,2012-12-2
2012,12,3,各地,33.7,13125.0,6191.0,1890,135,458,2012-12-3
2012,12,4,各地,34.4,25200.0,8447.0,2100,138,459,2012-12-4
2013,1,1,各地,36.8,735000.0,,2310,147,460,2013-01-1
2013,1,2,各地,23.1,15750.0,5630.0,2100,92,461,2013-01-2
2013,1,3,各地,19.7,13650.0,4432.0,2100,79,462,2013-01-3
2013,1,4,各地,19.5,15750.0,4946.0,2100,78,463,2013-01-4
2013,2,1,各地,25.4,12600.0,5311.0,2100,102,464,2013-02-1
2013,2,2,各地,24.8,13125.0,5609.0,2100,99,465,2013-02-2
2013,2,3,各地,25.9,18900.0,5597.0,2100,104,466,2013-02-3
2013,2,4,各地,23.0,18900.0,5132.0,525,92,467,2013-02-4
2013,3,1,各地,28.7,13650.0,5657.0,2310,115,468,2013-03-1
2013,3,2,各地,25.2,15750.0,6784.0,3150,101,469,2013-03-2
2013,3,3,各地,32.6,17850.0,4578.0,2100,130,470,2013-03-3
2013,3,4,各地,34.7,21000.0,5825.0,2100,139,471,2013-03-4
2013,4,1,各地,27.0,15540.0,5445.0,2100,108,472,2013-04-1
2013,4,2,各地,27.6,15750.0,5315.0,2625,110,473,2013-04-2
2013,4,3,各地,23.5,15225.0,7158.0,2100,94,474,2013-04-3
2013,4,4,各地,38.6,12075.0,5234.0,1575,154,475,2013-04-4
2013,5,1,各地,35.2,12600.0,4897.0,1785,141,476,2013-05-1
2013,5,2,各地,28.5,15225.0,4337.0,2100,114,477,2013-05-2
2013,5,3,各地,23.0,9975.0,3826.0,1575,92,478,2013-05-3
2013,5,4,各地,24.4,10500.0,3803.0,1890,98,479,2013-05-4
2013,5,5,各地,23.6,10500.0,2708.0,1365,94,480,2013-05-5
2013,6,1,各地,26.7,7875.0,2765.0,1050,107,481,2013-06-1
2013,6,2,各地,40.4,13125.0,2112.0,1050,162,482,2013-06-2
2013,6,3,各地,28.3,14175.0,3551.0,1050,113,483,2013-06-3
2013,6,4,各地,35.1,11550.0,2647.0,1050,140,484,2013-06-4
2013,7,1,各地,40.5,7875.0,2419.0,840,162,485,2013-07-1
2013,7,2,各地,41.3,13650.0,2576.0,945,165,486,2013-07-2
2013,7,3,各地,28.2,11550.0,4000.0,1050,113,487,2013-07-3
2013,7,4,各地,29.9,14700.0,3627.0,945,120,488,2013-07-4
2013,8,1,各地,28.7,13650.0,3056.0,1050,115,489,2013-08-1
2013,8,2,各地,23.3,14175.0,3968.0,1365,93,490,2013-08-2
2013,8,3,各地,34.7,11550.0,2931.0,1365,139,491,2013-08-3
2013,8,4,各地,21.1,11550.0,3764.0,1575,84,492,2013-08-4
2013,8,5,各地,23.9,13125.0,3664.0,2100,96,493,2013-08-5
2013,9,1,各地,27.5,15750.0,4225.0,840,110,494,2013-09-1
2013,9,2,各地,34.2,10500.0,4130.0,2100,137,495,2013-09-2
2013,9,3,各地,27.8,11550.0,4246.0,1260,111,496,2013-09-3
2013,9,4,各地,29.1,10500.0,3652.0,1890,116,497,2013-09-4
2013,10,1,各地,24.4,11025.0,3894.0,1575,98,498,2013-10-1
2013,10,2,各地,27.0,11025.0,3779.0,1575,108,499,2013-10-2
2013,10,3,各地,24.6,13650.0,4766.0,1260,98,500,2013-10-3
2013,10,4,各地,29.4,14175.0,4324.0,1575,118,501,2013-10-4
2013,10,5,各地,22.9,11550.0,4725.0,1785,92,502,2013-10-5
2013,11,1,各地,30.3,9240.0,4020.0,1575,121,503,2013-11-1
2013,11,2,各地,24.1,15225.0,4675.0,1575,96,504,2013-11-2
2013,11,3,各地,23.8,14700.0,5116.0,1575,95,505,2013-11-3
2013,11,4,各地,26.7,12600.0,5470.0,2625,107,506,2013-11-4
2013,12,1,各地,23.5,14700.0,5884.0,1890,94,507,2013-12-1
2013,12,2,各地,29.5,13650.0,5551.0,2100,118,508,2013-12-2
2013,12,3,各地,29.5,15750.0,6489.0,2100,118,509,2013-12-3
2013,12,4,各地,40.7,18900.0,6126.0,2100,163,510,2013-12-4
2014,1,1,各地,27.1,42000.0,7756.0,2415,108,511,2014-01-1
2014,1,2,各地,23.3,15750.0,5338.0,1575,93,512,2014-01-2
2014,1,3,各地,22.8,13650.0,5704.0,1890,91,513,2014-01-3
2014,1,4,各地,20.8,12600.0,4589.0,1785,83,514,2014-01-4
2014,2,1,各地,23.0,18900.0,4586.0,1890,92,515,2014-02-1
2014,2,2,各地,21.6,17850.0,6210.0,2100,86,516,2014-02-2
2014,2,3,各地,29.4,28350.0,5191.0,2625,118,517,2014-02-3
2014,2,4,各地,27.4,36750.0,7336.0,2415,110,518,2014-02-4
2014,3,1,各地,26.2,18375.0,4391.0,2100,105,519,2014-03-1
2014,3,2,各地,24.6,28350.0,4993.0,1890,98,520,2014-03-2
2014,3,3,各地,25.9,18900.0,4836.0,2100,104,521,2014-03-3
2014,3,4,各地,31.4,18900.0,6338.0,2415,126,522,2014-03-4
2014,4,1,各地,33.6,16740.0,5069.0,1836,134,523,2014-04-1
2014,4,2,各地,23.8,14040.0,5934.0,2376,95,524,2014-04-2
2014,4,3,各地,36.6,15120.0,6055.0,1620,146,525,2014-04-3
2014,4,4,各地,23.5,19440.0,5733.0,1944,94,526,2014-04-4
2014,5,1,各地,31.8,17280.0,6461.0,2160,127,527,2014-05-1
2014,5,2,各地,38.0,16740.0,3798.0,1620,152,528,2014-05-2
2014,5,3,各地,30.7,12420.0,3423.0,1728,123,529,2014-05-3
2014,5,4,各地,27.6,12960.0,3317.0,1836,110,530,2014-05-4
2014,5,5,各地,31.4,14040.0,2875.0,1620,126,531,2014-05-5
2014,6,1,各地,59.6,12960.0,2502.0,1296,238,532,2014-06-1
2014,6,2,各地,59.6,12960.0,1927.0,918,238,533,2014-06-2
2014,6,3,各地,43.9,10800.0,2162.0,1296,176,534,2014-06-3
2014,6,4,各地,54.5,10800.0,1695.0,648,218,535,2014-06-4
2014,7,1,各地,38.2,9180.0,2150.0,756,153,536,2014-07-1
2014,7,2,各地,31.9,21600.0,3378.0,1296,128,537,2014-07-2
2014,7,3,各地,22.0,18360.0,4511.0,1296,88,538,2014-07-3
2014,7,4,各地,30.0,16200.0,5883.0,1404,120,539,2014-07-4
2014,7,5,各地,26.7,11880.0,3643.0,864,107,540,2014-07-5
2014,8,1,各地,28.0,11340.0,3795.0,1404,112,541,2014-08-1
2014,8,2,各地,27.5,14040.0,3948.0,2160,110,542,2014-08-2
2014,8,3,各地,25.3,10800.0,4057.0,1296,101,543,2014-08-3
2014,8,4,各地,23.7,11880.0,4590.0,2160,95,544,2014-08-4
2014,9,1,各地,25.8,15120.0,4991.0,2160,103,545,2014-09-1
2014,9,2,各地,26.8,16200.0,5467.0,1620,107,546,2014-09-2
2014,9,3,各地,31.2,14040.0,5080.0,2160,125,547,2014-09-3
2014,9,4,各地,32.6,19440.0,5668.0,2160,130,548,2014-09-4
2014,10,1,各地,24.1,14040.0,5682.0,1944,96,549,2014-10-1
2014,10,2,各地,27.4,12960.0,5813.0,2376,110,550,2014-10-2
2014,10,3,各地,26.6,35640.0,5935.0,2160,106,551,2014-10-3
2014,10,4,各地,30.5,28080.0,6732.0,1944,122,552,2014-10-4
2014,10,5,各地,25.0,11880.0,5226.0,1728,100,553,2014-10-5
2014,11,1,各地,29.6,16200.0,5930.0,1944,118,554,2014-11-1
2014,11,2,各地,27.2,16200.0,6131.0,1944,109,555,2014-11-2
2014,11,3,各地,26.1,21600.0,6630.0,2160,104,556,2014-11-3
2014,11,4,各地,28.8,18360.0,6579.0,2160,115,557,2014-11-4
2014,12,1,各地,29.1,20520.0,7537.0,2700,116,558,2014-12-1
2014,12,2,各地,33.3,28080.0,7738.0,1944,133,559,2014-12-2
2014,12,3,各地,32.2,17280.0,9318.0,2700,129,560,2014-12-3
2014,12,4,各地,53.4,20520.0,10604.0,2700,214,561,2014-12-4
2014,12,5,各地,78.6,21600.0,10300.0,3240,314,562,2014-12-5
2015,1,1,各地,54.5,27000.0,6817.0,2700,218,563,2015-01-1
2015,1,2,各地,26.2,10800.0,5615.0,2160,105,564,2015-01-2
2015,1,3,各地,30.4,12420.0,5852.0,1620,122,565,2015-01-3
2015,1,4,各地,22.5,32400.0,7843.0,2484,90,566,2015-01-4
2015,2,1,各地,23.6,19440.0,7620.0,2700,94,567,2015-02-1
2015,2,2,各地,23.3,20520.0,8285.0,3240,93,568,2015-02-2
2015,2,3,各地,24.7,57240.0,10324.0,3240,99,569,2015-02-3
2015,2,4,各地,29.7,24840.0,9659.0,3240,119,570,2015-02-4
2015,3,1,各地,28.1,23760.0,9828.0,2700,112,571,2015-03-1
2015,3,2,各地,27.6,29160.0,9764.0,2160,110,572,2015-03-2
2015,3,3,各地,29.8,24840.0,10227.0,2700,119,573,2015-03-3
2015,3,4,各地,32.4,17280.0,8956.0,1728,130,574,2015-03-4
2015,4,1,各地,36.5,19440.0,6255.0,1836,146,575,2015-04-1
2015,4,2,各地,29.9,16740.0,7171.0,2160,120,576,2015-04-2
2015,4,3,各地,29.4,12960.0,6043.0,2376,118,577,2015-04-3
2015,4,4,各地,32.1,24840.0,7900.0,2808,128,578,2015-04-4
2015,4,5,各地,34.4,15120.0,4729.0,1728,138,579,2015-04-5
2015,5,1,各地,34.4,14040.0,4128.0,1836,138,580,2015-05-1
2015,5,2,各地,36.7,16200.0,3856.0,1080,147,581,2015-05-2
2015,5,3,各地,28.2,18360.0,3201.0,1944,113,582,2015-05-3
2015,5,4,各地,32.5,27000.0,3699.0,1944,130,583,2015-05-4
2015,6,1,各地,33.2,8640.0,3109.0,1620,133,584,2015-06-1
2015,6,2,各地,31.2,9720.0,3192.0,1944,125,585,2015-06-2
2015,6,3,各地,52.1,23760.0,3078.0,1296,208,586,2015-06-3
2015,6,4,各地,71.6,12960.0,1403.0,540,286,587,2015-06-4
2015,7,1,各地,37.8,12960.0,3197.0,756,151,588,2015-07-1
2015,7,2,各地,45.3,9720.0,2368.0,864,181,589,2015-07-2
2015,7,3,各地,36.9,19440.0,2426.0,1080,148,590,2015-07-3
2015,7,4,各地,24.6,23760.0,7472.0,1620,98,591,2015-07-4
2015,7,5,各地,31.0,11880.0,5429.0,1404,124,592,2015-07-5
2015,8,1,各地,26.6,12420.0,5307.0,1080,106,593,2015-08-1
2015,8,2,各地,32.6,18900.0,5016.0,1080,130,594,2015-08-2
2015,8,3,各地,23.8,23760.0,7849.0,2700,95,595,2015-08-3
2015,8,4,各地,24.2,18900.0,5913.0,2592,97,596,2015-08-4
2015,9,1,各地,23.1,17820.0,5926.0,2700,92,597,2015-09-1
2015,9,2,各地,30.3,18360.0,6420.0,3240,121,598,2015-09-2
2015,9,3,各地,27.4,16200.0,7486.0,3024,110,599,2015-09-3
2015,9,4,各地,41.0,11880.0,5347.0,1620,164,600,2015-09-4
2015,10,1,各地,29.4,16200.0,6482.0,2160,118,601,2015-10-1
2015,10,2,各地,31.7,19440.0,5508.0,2160,127,602,2015-10-2
2015,10,3,各地,30.5,19980.0,5860.0,1944,122,603,2015-10-3
2015,10,4,各地,29.1,14040.0,4645.0,1728,116,604,2015-10-4
2015,10,5,各地,31.6,15120.0,4760.0,1404,126,605,2015-10-5
2015,11,1,各地,34.6,19440.0,6262.0,1836,138,606,2015-11-1
2015,11,2,各地,32.4,17280.0,6086.0,1404,130,607,2015-11-2
2015,11,3,各地,31.4,18360.0,6374.0,2916,126,608,2015-11-3
2015,11,4,各地,31.5,15120.0,5792.0,1620,126,609,2015-11-4
2015,12,1,各地,26.0,15120.0,6544.0,1620,104,610,2015-12-1
2015,12,2,各地,37.0,15120.0,6550.0,2160,148,611,2015-12-2
2015,12,3,各地,32.7,12960.0,5953.0,2700,131,612,2015-12-3
2015,12,4,各地,42.3,14040.0,7060.0,2916,169,613,2015-12-4
2015,12,5,各地,64.0,50760.0,12781.0,2160,256,614,2015-12-5
2016,1,1,各地,44.6,75600.0,9622.0,2160,178,615,2016-01-1
2016,1,2,各地,27.2,25920.0,9122.0,3024,109,616,2016-01-2
2016,1,3,各地,26.6,19980.0,6467.0,2160,106,617,2016-01-3
2016,1,4,各地,22.4,31320.0,6828.0,2484,90,618,2016-01-4
2016,2,1,各地,24.3,31320.0,6434.0,2700,97,619,2016-02-1
2016,2,2,各地,23.3,24840.0,5680.0,1404,93,620,2016-02-2
2016,2,3,各地,25.9,18360.0,5921.0,2484,104,621,2016-02-3
2016,2,4,各地,26.0,25920.0,6009.0,1944,104,622,2016-02-4
2016,3,1,各地,25.7,18360.0,5452.0,2160,103,623,2016-03-1
2016,3,2,各地,30.7,24840.0,8463.0,2700,123,624,2016-03-2
2016,3,3,各地,28.1,20520.0,8973.0,2484,112,625,2016-03-3
2016,3,4,各地,29.0,37800.0,8946.0,2160,116,626,2016-03-4
2016,3,5,各地,21.9,21600.0,8187.0,2700,88,627,2016-03-5
2016,4,1,各地,29.0,31320.0,9195.0,1728,116,628,2016-04-1
2016,4,2,各地,29.4,17280.0,7129.0,1620,118,629,2016-04-2
2016,4,3,各地,32.2,15660.0,5819.0,1944,129,630,2016-04-3
2016,4,4,各地,28.1,17280.0,6179.0,1944,112,631,2016-04-4
2016,5,1,各地,43.8,9720.0,4928.0,1404,175,632,2016-05-1
2016,5,2,各地,34.3,21600.0,6033.0,2160,137,633,2016-05-2
2016,5,3,各地,27.3,10800.0,4440.0,1080,109,634,2016-05-3
2016,5,4,各地,27.4,10800.0,4219.0,1404,110,635,2016-05-4
2016,6,1,各地,34.1,10800.0,3785.0,1728,136,636,2016-06-1
2016,6,2,各地,48.6,11340.0,2330.0,1080,194,637,2016-06-2
2016,6,3,各地,46.7,12960.0,1920.0,1080,187,638,2016-06-3
2016,6,4,各地,64.5,7560.0,1884.0,972,258,639,2016-06-4
2016,6,5,各地,32.4,10800.0,2366.0,864,130,640,2016-06-5
2016,7,1,各地,46.0,10800.0,2533.0,756,184,641,2016-07-1
2016,7,2,各地,38.9,14580.0,3265.0,864,156,642,2016-07-2
2016,7,3,各地,34.9,15120.0,3855.0,918,140,643,2016-07-3
2016,7,4,各地,25.5,21600.0,6112.0,1944,102,644,2016-07-4
2016,8,1,各地,31.7,22680.0,4627.0,1080,127,645,2016-08-1
2016,8,2,各地,33.0,16740.0,4207.0,1404,132,646,2016-08-2
2016,8,3,各地,29.5,15120.0,4891.0,2700,118,647,2016-08-3
2016,8,4,各地,26.3,16200.0,6365.0,2160,105,648,2016-08-4
2016,9,1,各地,26.0,14040.0,7317.0,2268,104,649,2016-09-1
2016,9,2,各地,28.4,24840.0,6395.0,2376,114,650,2016-09-2
2016,9,3,各地,29.4,15120.0,5826.0,1620,118,651,2016-09-3
2016,9,4,各地,32.8,17280.0,4554.0,1728,131,652,2016-09-4
2016,9,5,各地,38.4,15120.0,5804.0,1620,154,653,2016-09-5
2016,10,1,各地,32.2,10800.0,3854.0,1620,129,654,2016-10-1
2016,10,2,各地,34.9,11340.0,4450.0,1620,140,655,2016-10-2
2016,10,3,各地,31.3,18900.0,7485.0,2160,125,656,2016-10-3
2016,10,4,各地,26.5,20520.0,7130.0,1620,106,657,2016-10-4
2016,11,1,各地,27.6,16200.0,6646.0,2376,110,658,2016-11-1
2016,11,2,各地,37.2,22680.0,7912.0,1944,149,659,2016-11-2
2016,11,3,各地,27.6,17280.0,8788.0,2700,110,660,2016-11-3
2016,11,4,各地,25.9,34560.0,9041.0,2160,104,661,2016-11-4
2016,12,1,各地,26.7,21060.0,9795.0,1620,107,662,2016-12-1
2016,12,2,各地,34.4,16200.0,9207.0,2160,138,663,2016-12-2
2016,12,3,各地,34.5,16200.0,8525.0,1944,138,664,2016-12-3
2016,12,4,各地,40.1,24840.0,9121.0,2160,160,665,2016-12-4
2016,12,5,各地,58.2,44280.0,15386.0,2160,233,666,2016-12-5
2017,1,1,各地,86.4,378000.0,21390.0,2160,346,667,2017-01-1
2017,1,2,各地,28.2,28080.0,8249.0,1944,113,668,2017-01-2
2017,1,3,各地,26.8,24840.0,7592.0,2160,107,669,2017-01-3
2017,1,4,各地,30.2,21600.0,6471.0,2160,121,670,2017-01-4
2017,2,1,各地,54.2,15120.0,4230.0,1944,217,671,2017-02-1
2017,2,2,各地,27.1,18360.0,5574.0,1944,108,672,2017-02-2
2017,2,3,各地,31.3,30240.0,6436.0,2160,125,673,2017-02-3
2017,2,4,各地,27.0,29160.0,9638.0,2160,108,674,2017-02-4
2017,3,1,各地,31.1,29160.0,9466.0,2700,124,675,2017-03-1
2017,3,2,各地,35.0,21600.0,6108.0,1620,140,676,2017-03-2
2017,3,3,各地,32.0,19440.0,5943.0,1620,128,677,2017-03-3
2017,3,4,各地,34.7,17820.0,6645.0,1620,139,678,2017-03-4
2017,3,5,各地,29.5,19980.0,6597.0,2160,118,679,2017-03-5
2017,4,1,各地,29.8,19440.0,9156.0,2700,119,680,2017-04-1
2017,4,2,各地,29.8,18360.0,8211.0,2160,119,681,2017-04-2
2017,4,3,各地,34.7,18900.0,7796.0,2160,139,682,2017-04-3
2017,4,4,各地,27.8,11880.0,5291.0,2160,111,683,2017-04-4
2017,5,2,各地,35.5,14040.0,5146.0,1836,142,684,2017-05-2
2017,5,3,各地,33.0,17820.0,5306.0,1944,132,685,2017-05-3
2017,5,4,各地,36.8,8640.0,3246.0,1296,147,686,2017-05-4
2017,5,5,各地,33.0,21600.0,2677.0,1080,132,687,2017-05-5
2017,6,1,各地,33.7,17280.0,2947.0,1080,135,688,2017-06-1
2017,6,2,各地,42.5,10800.0,2594.0,1404,170,689,2017-06-2
2017,6,3,各地,60.7,12960.0,1751.0,1080,243,690,2017-06-3
2017,6,4,各地,45.6,17280.0,2792.0,1080,182,691,2017-06-4
2017,7,1,各地,35.0,16200.0,3468.0,1188,140,692,2017-07-1
2017,7,2,各地,31.4,30240.0,4763.0,1080,126,693,2017-07-2
2017,7,3,各地,24.8,16740.0,5729.0,1944,99,694,2017-07-3
2017,7,4,各地,23.6,18900.0,6061.0,2160,94,695,2017-07-4
2017,8,1,各地,33.2,12960.0,4704.0,1620,133,696,2017-08-1
2017,8,2,各地,38.9,12960.0,2443.0,1080,156,697,2017-08-2
2017,8,3,各地,36.4,21600.0,5988.0,1944,146,698,2017-08-3
2017,8,4,各地,27.4,20520.0,6759.0,1296,110,699,2017-08-4
2017,8,5,各地,27.3,8640.0,4582.0,2160,109,700,2017-08-5
2017,9,1,各地,29.2,14580.0,5370.0,2160,117,701,2017-09-1
2017,9,2,各地,31.4,21600.0,5276.0,1620,126,702,2017-09-2
2017,9,3,各地,33.5,17820.0,5119.0,1404,134,703,2017-09-3
2017,9,4,各地,32.6,12960.0,4722.0,2376,130,704,2017-09-4
2017,10,1,各地,38.4,12960.0,5802.0,1404,154,705,2017-10-1
2017,10,2,各地,37.7,16200.0,5288.0,2376,151,706,2017-10-2
2017,10,3,各地,27.2,16200.0,5921.0,2808,109,707,2017-10-3
2017,10,4,各地,25.8,17280.0,6270.0,2700,103,708,2017-10-4
2017,10,5,各地,28.2,14040.0,7178.0,1620,113,709,2017-10-5
2017,11,1,各地,36.5,21600.0,8356.0,2160,146,710,2017-11-1
2017,11,2,各地,33.2,21600.0,7666.0,1836,133,711,2017-11-2
2017,11,3,各地,29.6,19440.0,6711.0,1836,118,712,2017-11-3
2017,11,4,各地,31.4,14040.0,8239.0,2700,126,713,2017-11-4
2017,12,1,各地,39.1,17280.0,7769.0,1728,156,714,2017-12-1
2017,12,2,各地,32.4,18360.0,7124.0,1404,130,715,2017-12-2
2017,12,3,各地,43.7,18360.0,9066.0,1620,175,716,2017-12-3
2017,12,4,各地,51.9,30240.0,10880.0,1620,208,717,2017-12-4
2018,1,1,各地,48.6,172800.0,7710.0,2484,194,718,2018-01-1
2018,1,2,各地,27.2,16200.0,6733.0,2376,109,719,2018-01-2
2018,1,3,各地,28.0,20520.0,7265.0,2160,112,720,2018-01-3
2018,1,4,各地,34.1,24840.0,7132.0,2160,136,721,2018-01-4
2018,2,1,各地,40.0,18360.0,4452.0,1944,160,722,2018-02-1
2018,2,2,各地,33.4,19440.0,5036.0,1944,134,723,2018-02-2
2018,2,3,各地,32.1,29160.0,5990.0,1620,128,724,2018-02-3
2018,2,4,各地,32.7,18900.0,6692.0,1080,131,725,2018-02-4
2018,3,1,各地,36.8,27000.0,6687.0,1944,147,726,2018-03-1
2018,3,2,各地,30.8,28080.0,7957.0,1944,123,727,2018-03-2
2018,3,3,各地,34.5,28080.0,12766.0,2160,138,728,2018-03-3
2018,3,4,各地,37.1,29160.0,7773.0,1944,148,729,2018-03-4
