Year,Continent,Country Name,Product Name,Edible code,US Customs District,Census Country Code,Census District Code,FAO Country Code,HTS Number,Value (USD),Volume (kg),Calculated Duty (USD)
2026,NORTH AMERICA,CANADA,SALMON FARMED,E,"BUFFALO, NY",1220,09,124,0302130013,29021,1836,0
2026,NORTH AMERICA,CANADA,SALMON FARMED,E,"SEATTLE, WA",1220,30,124,0302130013,2145067,112804,0
2026,OCEANIA,NEW ZEALAND,SALMON FARMED,E,"NEW YORK, NY",6141,10,554,0302130013,592978,36853,"88,946"
2026,OCEANIA,NEW ZEALAND,SALMON FARMED,E,"LOS ANGELES, CA",6141,27,554,0302130013,1963164,128328,"294,477"
2026,OCEANIA,NEW ZEALAND,SALMON FARMED,E,"SAN FRANCISCO, CA",6141,28,554,0302130013,115265,7184,"17,289"
2026,OCEANIA,NEW ZEALAND,SALMON FARMED,E,"SEATTLE, WA",6141,30,554,0302130013,31214,1305,"4,681"
2026,OCEANIA,NEW ZEALAND,SALMON FARMED,E,"HONOLULU, HI",6141,32,554,0302130013,148462,10709,"22,271"
2026,OCEANIA,NEW ZEALAND,SALMON FARMED,E,"HOUSTON-GALVESTON, TX",6141,53,554,0302130013,273888,18408,"41,083"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"NEW YORK, NY",3370,10,152,0302130013,18241,1040,"1,824"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"BALTIMORE, MD",3370,13,152,0302130013,5043,305,504
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"LOS ANGELES, CA",3370,27,152,0302130013,23316,1234,"2,331"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"MIAMI, FL",3370,52,152,0302130013,46637,2516,"4,664"
2026,NORTH AMERICA,CANADA,SALMON WILD,E,"SEATTLE, WA",1220,30,124,0302130014,10595,337,0
2026,SOUTH AMERICA,CHILE,SALMON WILD,E,"NEW YORK, NY",3370,10,152,0302130014,34747,2139,0
2026,SOUTH AMERICA,CHILE,SALMON WILD,E,"SAVANNAH, GA",3370,17,152,0302130014,151194,6689,0
2026,SOUTH AMERICA,CHILE,SALMON WILD,E,"LOS ANGELES, CA",3370,27,152,0302130014,34435,1914,0
2026,SOUTH AMERICA,CHILE,SALMON WILD,E,"SAN FRANCISCO, CA",3370,28,152,0302130014,21998,2008,0
2026,SOUTH AMERICA,CHILE,SALMON WILD,E,"SEATTLE, WA",3370,30,152,0302130014,4169,446,0
2026,NORTH AMERICA,CANADA,SALMON WILD,E,"SEATTLE, WA",1220,30,124,0302130054,29400,2940,0
2026,EUROPE,ICELAND,SALMON FARMED,E,"PORTLAND, ME",4000,01,352,0302140003,706106,91160,"105,915"
2026,EUROPE,ICELAND,SALMON FARMED,E,"BOSTON, MA",4000,04,352,0302140003,334777,41208,"50,216"
2026,EUROPE,ICELAND,SALMON FARMED,E,"NEW YORK, NY",4000,10,352,0302140003,260591,28000,"35,106"
2026,EUROPE,ICELAND,SALMON FARMED,E,"LOS ANGELES, CA",4000,27,352,0302140003,16811,1704,"2,522"
2026,EUROPE,ICELAND,SALMON FARMED,E,"SEATTLE, WA",4000,30,352,0302140003,40416,3887,"6,063"
2026,EUROPE,ICELAND,SALMON FARMED,E,"CHICAGO, IL",4000,39,352,0302140003,28174,3374,"4,226"
2026,EUROPE,ICELAND,SALMON FARMED,E,"WASHINGTON, DC",4000,54,352,0302140003,29752,2782,"4,462"
2026,EUROPE,NORWAY,SALMON FARMED,E,"BOSTON, MA",4039,04,578,0302140003,953643,98825,"143,049"
2026,EUROPE,NORWAY,SALMON FARMED,E,"NEW YORK, NY",4039,10,578,0302140003,5409060,592721,"804,613"
2026,EUROPE,NORWAY,SALMON FARMED,E,"BALTIMORE, MD",4039,13,578,0302140003,36236,3553,"5,435"
2026,EUROPE,NORWAY,SALMON FARMED,E,"CHARLOTTE, NC",4039,15,578,0302140003,105179,10324,"15,777"
2026,EUROPE,NORWAY,SALMON FARMED,E,"SAVANNAH, GA",4039,17,578,0302140003,30859,3006,"4,629"
2026,EUROPE,NORWAY,SALMON FARMED,E,"TAMPA, FL",4039,18,578,0302140003,117309,10660,"17,597"
2026,EUROPE,NORWAY,SALMON FARMED,E,"SAN DIEGO, CA",4039,25,578,0302140003,83019,8883,"12,453"
2026,EUROPE,NORWAY,SALMON FARMED,E,"NOGALES, AZ",4039,26,578,0302140003,23192,2780,"3,479"
2026,EUROPE,NORWAY,SALMON FARMED,E,"LOS ANGELES, CA",4039,27,578,0302140003,3609520,377236,"536,472"
2026,EUROPE,NORWAY,SALMON FARMED,E,"SAN FRANCISCO, CA",4039,28,578,0302140003,1563340,170177,"234,060"
2026,EUROPE,NORWAY,SALMON FARMED,E,"SEATTLE, WA",4039,30,578,0302140003,1090068,108379,"163,510"
2026,EUROPE,NORWAY,SALMON FARMED,E,"GREAT FALLS, MT",4039,33,578,0302140003,105523,10034,"15,828"
2026,EUROPE,NORWAY,SALMON FARMED,E,"MINNEAPOLIS, MN",4039,35,578,0302140003,63254,6988,"9,488"
2026,EUROPE,NORWAY,SALMON FARMED,E,"CHICAGO, IL",4039,39,578,0302140003,1159450,119258,"173,919"
2026,EUROPE,NORWAY,SALMON FARMED,E,"MIAMI, FL",4039,52,578,0302140003,1091392,104908,"163,714"
2026,EUROPE,NORWAY,SALMON FARMED,E,"HOUSTON-GALVESTON, TX",4039,53,578,0302140003,96165,10698,"14,424"
2026,EUROPE,NORWAY,SALMON FARMED,E,"DALLAS-FORT WORTH, TX",4039,55,578,0302140003,14831,1809,"2,224"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"PORTLAND, ME",4091,01,234,0302140003,3034541,276810,"303,458"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"BOSTON, MA",4091,04,234,0302140003,250303,22686,"25,031"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"NEW YORK, NY",4091,10,234,0302140003,4842954,476645,"484,304"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"CHARLOTTE, NC",4091,15,234,0302140003,887446,90348,"88,745"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"SAVANNAH, GA",4091,17,234,0302140003,10476,934,"1,048"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"TAMPA, FL",4091,18,234,0302140003,456422,40543,"45,645"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"LOS ANGELES, CA",4091,27,234,0302140003,3380667,303745,"338,071"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"SAN FRANCISCO, CA",4091,28,234,0302140003,357849,32394,"35,785"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"SEATTLE, WA",4091,30,234,0302140003,33387,3120,"3,339"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"GREAT FALLS, MT",4091,33,234,0302140003,34200,3353,"3,420"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"MINNEAPOLIS, MN",4091,35,234,0302140003,79241,6819,"7,925"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"CHICAGO, IL",4091,39,234,0302140003,192728,17740,"19,273"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"MIAMI, FL",4091,52,234,0302140003,729283,65851,"72,931"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"HOUSTON-GALVESTON, TX",4091,53,234,0302140003,819449,72562,"81,944"
2026,EUROPE,FAROE IS.,SALMON FARMED,E,"DALLAS-FORT WORTH, TX",4091,55,234,0302140003,536641,45975,"53,666"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"BOSTON, MA",4120,04,826,0302140003,152958,14756,"15,297"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"NEW YORK, NY",4120,10,826,0302140003,1943217,170774,"194,321"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"CHARLOTTE, NC",4120,15,826,0302140003,370655,35715,"37,067"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"SAVANNAH, GA",4120,17,826,0302140003,47900,5833,"4,790"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"TAMPA, FL",4120,18,826,0302140003,107326,9574,"10,732"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"NOGALES, AZ",4120,26,826,0302140003,22890,1917,"2,289"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"LOS ANGELES, CA",4120,27,826,0302140003,483173,41724,"48,317"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"SAN FRANCISCO, CA",4120,28,826,0302140003,383671,34914,"38,367"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"SEATTLE, WA",4120,30,826,0302140003,32026,3017,"3,203"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"HONOLULU, HI",4120,32,826,0302140003,396478,38068,"39,649"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"GREAT FALLS, MT",4120,33,826,0302140003,324815,28424,"32,483"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"CHICAGO, IL",4120,39,826,0302140003,154948,12723,"15,496"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"MIAMI, FL",4120,52,826,0302140003,646932,57585,"64,696"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"HOUSTON-GALVESTON, TX",4120,53,826,0302140003,810835,73789,"81,085"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"WASHINGTON, DC",4120,54,826,0302140003,270806,22458,"27,081"
2026,EUROPE,UNITED KINGDOM,SALMON FARMED,E,"DALLAS-FORT WORTH, TX",4120,55,826,0302140003,50765,4078,"5,076"
2026,EUROPE,NETHERLANDS,SALMON FARMED,E,"BOSTON, MA",4210,04,528,0302140003,3382,172,507
2026,EUROPE,NETHERLANDS,SALMON FARMED,E,"NEW YORK, NY",4210,10,528,0302140003,22494,1880,"3,375"
2026,EUROPE,NETHERLANDS,SALMON FARMED,E,"CHICAGO, IL",4210,39,528,0302140003,5454,525,818
2026,NORTH AMERICA,CANADA,SALMON FARMED,E,"PORTLAND, ME",1220,01,124,0302140003,19792693,2131520,0
2026,NORTH AMERICA,CANADA,SALMON FARMED,E,"BUFFALO, NY",1220,09,124,0302140003,359589,40105,0
2026,NORTH AMERICA,CANADA,SALMON FARMED,E,"SEATTLE, WA",1220,30,124,0302140003,7719001,863932,"2,965"
2026,NORTH AMERICA,CANADA,SALMON FARMED,E,"DETROIT, MI",1220,38,124,0302140003,12318662,1276968,0
2026,OCEANIA,AUSTRALIA,SALMON FARMED,E,"LOS ANGELES, CA",6021,27,036,0302140003,1192060,114754,"119,205"
2026,OCEANIA,AUSTRALIA,SALMON FARMED,E,"SAN FRANCISCO, CA",6021,28,036,0302140003,130278,13320,"13,028"
2026,OCEANIA,AUSTRALIA,SALMON FARMED,E,"HONOLULU, HI",6021,32,036,0302140003,382799,51782,"38,283"
2026,OCEANIA,NEW ZEALAND,SALMON FARMED,E,"MIAMI, FL",6141,52,554,0302140003,35391,1805,"5,309"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"BOSTON, MA",3370,04,152,0302140003,35664,3759,"3,566"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"NEW YORK, NY",3370,10,152,0302140003,1353085,178049,"135,316"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"SAVANNAH, GA",3370,17,152,0302140003,20426,2756,"2,043"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"LOS ANGELES, CA",3370,27,152,0302140003,2751105,422830,"275,120"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"SAN FRANCISCO, CA",3370,28,152,0302140003,20826,2632,"2,083"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"SEATTLE, WA",3370,30,152,0302140003,8855,699,886
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"HONOLULU, HI",3370,32,152,0302140003,23126,2491,"2,313"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"SAN JUAN, PR",3370,49,152,0302140003,86390,12174,"8,641"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"MIAMI, FL",3370,52,152,0302140003,9371871,1315699,"937,223"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"HOUSTON-GALVESTON, TX",3370,53,152,0302140003,13101,1834,"1,310"
2026,SOUTH AMERICA,CHILE,SALMON FARMED,E,"DALLAS-FORT WORTH, TX",3370,55,152,0302140003,225114,31599,"22,512"
2026,SOUTH AMERICA,CHILE,SALMON WILD,E,"BOSTON, MA",3370,04,152,0302140004,4523,506,452
2026,EUROPE,NETHERLANDS,SALMON UNSPECIFIED,E,"BOSTON, MA",4210,04,528,0302140062,10961,835,0
2026,AFRICA,SEYCHELLES,TUNA YELLOWFIN FRESH,E,"BOSTON, MA",7800,04,690,0302320000,52068,6173,"5,206"
2026,AFRICA,SEYCHELLES,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",7800,10,690,0302320000,144340,15095,"14,434"
2026,AFRICA,SEYCHELLES,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",7800,27,690,0302320000,25939,4714,"2,595"
2026,AFRICA,SEYCHELLES,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",7800,28,690,0302320000,23182,2623,"2,318"
2026,AFRICA,SEYCHELLES,TUNA YELLOWFIN FRESH,E,"CHICAGO, IL",7800,39,690,0302320000,61077,5654,"6,108"
2026,AFRICA,SEYCHELLES,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",7800,52,690,0302320000,60037,5596,"6,002"
2026,AFRICA,SEYCHELLES,TUNA YELLOWFIN FRESH,E,"WASHINGTON, DC",7800,54,690,0302320000,4849,588,485
2026,AFRICA,SOUTH AFRICA,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",7910,10,710,0302320000,49538,5335,"14,862"
2026,AFRICA,SOUTH AFRICA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",7910,27,710,0302320000,102089,11364,"30,628"
2026,AFRICA,SOUTH AFRICA,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",7910,28,710,0302320000,12843,1592,"3,853"
2026,AFRICA,SOUTH AFRICA,TUNA YELLOWFIN FRESH,E,"CHICAGO, IL",7910,39,710,0302320000,22576,1820,"6,773"
2026,ASIA,OMAN,TUNA YELLOWFIN FRESH,E,"SEATTLE, WA",5230,30,512,0302320000,28946,3003,"2,895"
2026,ASIA,SRI LANKA,TUNA YELLOWFIN FRESH,E,"BOSTON, MA",5420,04,144,0302320000,83215,8334,"16,412"
2026,ASIA,SRI LANKA,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",5420,10,144,0302320000,94762,14336,"18,428"
2026,ASIA,SRI LANKA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",5420,27,144,0302320000,66306,5061,"13,261"
2026,ASIA,SRI LANKA,TUNA YELLOWFIN FRESH,E,"CHICAGO, IL",5420,39,144,0302320000,14064,1348,"2,812"
2026,ASIA,SRI LANKA,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",5420,52,144,0302320000,113816,11135,"22,761"
2026,ASIA,SRI LANKA,TUNA YELLOWFIN FRESH,E,"WASHINGTON, DC",5420,54,144,0302320000,4770,589,954
2026,ASIA,INDONESIA,TUNA YELLOWFIN FRESH,E,"BOSTON, MA",5600,04,360,0302320000,3297,2198,626
2026,ASIA,INDONESIA,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",5600,10,360,0302320000,13950,6302,"2,650"
2026,ASIA,INDONESIA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",5600,27,360,0302320000,3636,455,691
2026,ASIA,INDONESIA,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",5600,28,360,0302320000,4477,509,850
2026,ASIA,PHILIPPINES,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",5650,27,608,0302320000,13623,907,"2,588"
2026,ASIA,PHILIPPINES,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",5650,28,608,0302320000,58839,5541,"11,177"
2026,ASIA,PHILIPPINES,TUNA YELLOWFIN FRESH,E,"SEATTLE, WA",5650,30,608,0302320000,12984,750,"2,467"
2026,ASIA,MALDIVE IS.,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",5683,10,462,0302320000,57780,5834,"5,778"
2026,ASIA,MALDIVE IS.,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",5683,27,462,0302320000,32818,3295,"3,283"
2026,ASIA,MALDIVE IS.,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",5683,28,462,0302320000,46892,5927,"4,691"
2026,ASIA,MALDIVE IS.,TUNA YELLOWFIN FRESH,E,"CHICAGO, IL",5683,39,462,0302320000,25660,2681,"2,565"
2026,ASIA,MALDIVE IS.,TUNA YELLOWFIN FRESH,E,"WASHINGTON, DC",5683,54,462,0302320000,5143,527,514
2026,ASIA,CHINA,TUNA YELLOWFIN FRESH,E,"HONOLULU, HI",5700,32,156,0302320000,67578,8759,"30,411"
2026,CARIBBEAN,DOMINICAN REPUBLIC,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",2470,52,214,0302320000,6170,621,617
2026,CARIBBEAN,BARBADOS,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",2720,52,052,0302320000,26497,2306,"2,649"
2026,CARIBBEAN,TRINIDAD & TOBAGO,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",2740,52,780,0302320000,457888,50327,"67,821"
2026,CENTRAL AMERICA,BELIZE,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",2080,52,084,0302320000,65916,11346,"6,592"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"BOSTON, MA",2230,04,188,0302320000,8208,1489,"1,231"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",2230,10,188,0302320000,55570,9650,"8,337"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"PHILADELPHIA, PA",2230,11,188,0302320000,2336,424,350
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"SAVANNAH, GA",2230,17,188,0302320000,3028,280,454
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",2230,27,188,0302320000,177955,11065,"26,694"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",2230,28,188,0302320000,37015,3068,"5,553"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"SEATTLE, WA",2230,30,188,0302320000,46020,3618,"6,903"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"CHICAGO, IL",2230,39,188,0302320000,7785,1412,"1,168"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",2230,52,188,0302320000,2251669,152948,"337,756"
2026,CENTRAL AMERICA,COSTA RICA,TUNA YELLOWFIN FRESH,E,"DALLAS-FORT WORTH, TX",2230,55,188,0302320000,49255,2518,"7,387"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"BOSTON, MA",2250,04,591,0302320000,12935,3023,"1,293"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",2250,10,591,0302320000,33889,4266,"3,388"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"NEW ORLEANS, LA",2250,20,591,0302320000,18725,2261,"1,873"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"SAN DIEGO, CA",2250,25,591,0302320000,14060,1814,"1,406"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",2250,27,591,0302320000,254172,25078,"25,417"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",2250,28,591,0302320000,92028,6353,"9,202"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"SEATTLE, WA",2250,30,591,0302320000,20495,3582,"2,050"
2026,CENTRAL AMERICA,PANAMA,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",2250,52,591,0302320000,2873455,306052,"287,364"
2026,EUROPE,SPAIN,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",4700,52,724,0302320000,2008,106,301
2026,NORTH AMERICA,MEXICO,TUNA YELLOWFIN FRESH,E,"LAREDO, TX",2010,23,484,0302320000,101031,10300,0
2026,NORTH AMERICA,MEXICO,TUNA YELLOWFIN FRESH,E,"SAN DIEGO, CA",2010,25,484,0302320000,83065,8036,0
2026,OCEANIA,AUSTRALIA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",6021,27,036,0302320000,33710,3774,"3,371"
2026,OCEANIA,AUSTRALIA,TUNA YELLOWFIN FRESH,E,"SAN FRANCISCO, CA",6021,28,036,0302320000,17500,1243,"1,750"
2026,OCEANIA,NEW ZEALAND,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",6141,27,554,0302320000,3400,400,510
2026,OCEANIA,NEW ZEALAND,TUNA YELLOWFIN FRESH,E,"HONOLULU, HI",6141,32,554,0302320000,2691,258,404
2026,OCEANIA,FRENCH POLYNESIA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",6414,27,258,0302320000,247470,30617,"24,750"
2026,OCEANIA,FRENCH POLYNESIA,TUNA YELLOWFIN FRESH,E,"SEATTLE, WA",6414,30,258,0302320000,5079,827,508
2026,OCEANIA,FRENCH POLYNESIA,TUNA YELLOWFIN FRESH,E,"HONOLULU, HI",6414,32,258,0302320000,2630,528,263
2026,OCEANIA,MARSHALL IS.,TUNA YELLOWFIN FRESH,E,"HONOLULU, HI",6810,32,584,0302320000,61684,7995,0
2026,OCEANIA,FIJI,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",6863,27,242,0302320000,179236,32004,"26,889"
2026,OCEANIA,TONGA,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",6864,27,776,0302320000,39478,7598,"3,949"
2026,SOUTH AMERICA,SURINAME,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",3150,52,740,0302320000,445381,72542,"44,540"
2026,SOUTH AMERICA,ECUADOR,TUNA YELLOWFIN FRESH,E,"BOSTON, MA",3310,04,218,0302320000,3165,574,475
2026,SOUTH AMERICA,ECUADOR,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",3310,27,218,0302320000,46807,4064,"7,021"
2026,SOUTH AMERICA,ECUADOR,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",3310,52,218,0302320000,73908,10208,"10,888"
2026,SOUTH AMERICA,BRAZIL,TUNA YELLOWFIN FRESH,E,"BOSTON, MA",3510,04,076,0302320000,4854,881,"2,427"
2026,SOUTH AMERICA,BRAZIL,TUNA YELLOWFIN FRESH,E,"NEW YORK, NY",3510,10,076,0302320000,11466,2188,"5,734"
2026,SOUTH AMERICA,BRAZIL,TUNA YELLOWFIN FRESH,E,"LOS ANGELES, CA",3510,27,076,0302320000,2100,381,"1,050"
2026,SOUTH AMERICA,BRAZIL,TUNA YELLOWFIN FRESH,E,"MIAMI, FL",3510,52,076,0302320000,72627,9310,"36,317"
2026,AFRICA,SEYCHELLES,TUNA BIGEYE FRESH,E,"NEW YORK, NY",7800,10,690,0302340000,2159,211,216
2026,AFRICA,SEYCHELLES,TUNA BIGEYE FRESH,E,"CHICAGO, IL",7800,39,690,0302340000,2486,192,249
2026,AFRICA,SEYCHELLES,TUNA BIGEYE FRESH,E,"MIAMI, FL",7800,52,690,0302340000,5832,559,584
2026,AFRICA,SOUTH AFRICA,TUNA BIGEYE FRESH,E,"NEW YORK, NY",7910,10,710,0302340000,46289,4672,"13,887"
2026,AFRICA,SOUTH AFRICA,TUNA BIGEYE FRESH,E,"LOS ANGELES, CA",7910,27,710,0302340000,70049,6799,"21,015"
2026,AFRICA,SOUTH AFRICA,TUNA BIGEYE FRESH,E,"CHICAGO, IL",7910,39,710,0302340000,18015,1270,"5,404"
2026,ASIA,INDONESIA,TUNA BIGEYE FRESH,E,"NEW YORK, NY",5600,10,360,0302340000,66757,26864,"12,685"
2026,ASIA,INDONESIA,TUNA BIGEYE FRESH,E,"SAN FRANCISCO, CA",5600,28,360,0302340000,11760,1248,"2,234"
2026,ASIA,CHINA,TUNA BIGEYE FRESH,E,"HONOLULU, HI",5700,32,156,0302340000,332733,42454,"150,685"
2026,ASIA,JAPAN,TUNA BIGEYE FRESH,E,"LOS ANGELES, CA",5880,27,392,0302340000,10635,613,"1,596"
2026,CARIBBEAN,TRINIDAD & TOBAGO,TUNA BIGEYE FRESH,E,"MIAMI, FL",2740,52,780,0302340000,6562,106,985
2026,CENTRAL AMERICA,BELIZE,TUNA BIGEYE FRESH,E,"MIAMI, FL",2080,52,084,0302340000,11257,850,"1,126"
2026,OCEANIA,NEW ZEALAND,TUNA BIGEYE FRESH,E,"NEW YORK, NY",6141,10,554,0302340000,11627,1057,"1,744"
2026,OCEANIA,NEW ZEALAND,TUNA BIGEYE FRESH,E,"LOS ANGELES, CA",6141,27,554,0302340000,25344,2304,"3,802"
2026,OCEANIA,NEW ZEALAND,TUNA BIGEYE FRESH,E,"HONOLULU, HI",6141,32,554,0302340000,4538,406,681
2026,OCEANIA,FRENCH POLYNESIA,TUNA BIGEYE FRESH,E,"LOS ANGELES, CA",6414,27,258,0302340000,140207,14886,"14,021"
2026,OCEANIA,MARSHALL IS.,TUNA BIGEYE FRESH,E,"HONOLULU, HI",6810,32,584,0302340000,138843,17986,0
2026,OCEANIA,FIJI,TUNA BIGEYE FRESH,E,"LOS ANGELES, CA",6863,27,242,0302340000,14803,2968,"2,221"
2026,SOUTH AMERICA,SURINAME,TUNA BIGEYE FRESH,E,"MIAMI, FL",3150,52,740,0302340000,89645,14485,"8,967"
2026,SOUTH AMERICA,BRAZIL,TUNA BIGEYE FRESH,E,"NEW YORK, NY",3510,10,076,0302340000,122154,24138,"61,083"
2026,SOUTH AMERICA,BRAZIL,TUNA BIGEYE FRESH,E,"LOS ANGELES, CA",3510,27,076,0302340000,86575,15058,"43,290"
2026,SOUTH AMERICA,BRAZIL,TUNA BIGEYE FRESH,E,"MIAMI, FL",3510,52,076,0302340000,227180,34052,"113,600"
2026,ASIA,JAPAN,TUNA BLUEFIN FRESH,E,"NEW YORK, NY",5880,10,392,0302350100,35213,1272,"5,282"
2026,ASIA,JAPAN,TUNA BLUEFIN FRESH,E,"LOS ANGELES, CA",5880,27,392,0302350100,86467,3094,"12,976"
2026,ASIA,JAPAN,TUNA BLUEFIN FRESH,E,"HONOLULU, HI",5880,32,392,0302350100,39025,712,"5,859"
2026,ASIA,JAPAN,TUNA BLUEFIN FRESH,E,"MIAMI, FL",5880,52,392,0302350100,34912,741,"5,240"
2026,ASIA,JAPAN,TUNA BLUEFIN FRESH,E,"HOUSTON-GALVESTON, TX",5880,53,392,0302350100,35669,1073,"5,352"
2026,EUROPE,FRANCE,TUNA BLUEFIN FRESH,E,"MIAMI, FL",4279,52,250,0302350100,47277,1416,"7,091"
2026,EUROPE,SPAIN,TUNA BLUEFIN FRESH,E,"BOSTON, MA",4700,04,724,0302350100,20667,935,"3,100"
2026,EUROPE,SPAIN,TUNA BLUEFIN FRESH,E,"NEW YORK, NY",4700,10,724,0302350100,1334292,54385,"187,777"
2026,EUROPE,SPAIN,TUNA BLUEFIN FRESH,E,"LOS ANGELES, CA",4700,27,724,0302350100,913413,33426,"133,565"
